Date,year,Month,Day,Full_team_name,Team,Player,first_name,last_name,Notes,abbr,id,position,status
11/20/20,2020,November,20,Tennessee Titans,Titans,Rodger Saffold,Rodger,Saffold,ankle injury (out),TEN,Rodger-Saffold-TEN-2020,OL,Active
11/20/20,2020,November,20,Minnesota Vikings,Vikings,Ezra Cleveland,Ezra,Cleveland,ankle injury (out),MIN,Ezra-Cleveland-MIN-2020,OL,Active
11/20/20,2020,November,20,Washington Football Team,Washington,Ryan Anderson,Ryan,Anderson,knee injury (out),WAS,Ryan-Anderson-WAS-2020,DL,R/Injured
11/20/20,2020,November,20,Washington Football Team,Washington,Cornelius Lucas,Cornelius,Lucas,ankle injury (out),WAS,Cornelius-Lucas-WAS-2020,OL,Active
11/20/20,2020,November,20,Washington Football Team,Washington,Jared Norris,Jared,Norris,hamstring injury (out),WAS,Jared-Norris-WAS-2020,LB,Active
11/25/20,2020,November,25,Detroit Lions,Lions,Austin Bryant,Austin,Bryant,thigh injury (out),DET,Austin-Bryant-DET-2020,DL,Active
11/25/20,2020,November,25,Detroit Lions,Lions,Da'Shawn Hand,Da'Shawn,Hand,groin injury (out),DET,Da'Shawn-Hand-DET-2020,DL,R/Injured
11/25/20,2020,November,25,Detroit Lions,Lions,Danny Amendola,Danny,Amendola,hip injury (out),DET,Danny-Amendola-DET-2020,WR,Active
11/25/20,2020,November,25,Detroit Lions,Lions,Jeff Okudah,Jeff,Okudah,shoulder injury (out),DET,Jeff-Okudah-DET-2020,DB,R/Injured
11/25/20,2020,November,25,Detroit Lions,Lions,Kenny Golladay,Kenny,Golladay,hip injury (out),DET,Kenny-Golladay-DET-2020,WR,Active
11/25/20,2020,November,25,Detroit Lions,Lions,Michael Ford,Mike,Ford,concussion (out),DET,Mike-Ford-DET-2020,DB,Active
11/25/20,2020,November,25,Washington Redskins,Redskins,Deshazor Everett,Deshazor,Everett,ankle injury (out),WAS,Deshazor-Everett-WAS-2020,DB,R/Injured
11/25/20,2020,November,25,Houston Texans,Texans,Cullen Gillaspia,Cullen,Gillaspia,back injury (out),HOU,Cullen-Gillaspia-HOU-2020,RB,R/Injured
11/25/20,2020,November,25,Houston Texans,Texans,Josh McCown,Josh,McCown,illness (out),HOU,Josh-McCown-HOU-2020,QB,Active
11/25/20,2020,November,25,Houston Texans,Texans,Kenny Stills,Kenny,Stills,quadriceps injury (out),BUF,Kenny-Stills-BUF-2020,WR,Active
11/25/20,2020,November,25,Washington Football Team,Washington,Ryan Anderson,Ryan,Anderson,knee injury (out),WAS,Ryan-Anderson-WAS-2020,DL,R/Injured
11/25/20,2020,November,25,Washington Football Team,Washington,Jared Norris,Jared,Norris,hamstring injury (out),WAS,Jared-Norris-WAS-2020,LB,Active
11/27/20,2020,November,27,San Francisco 49ers,49ers,Demetrius Flannigan-Fowles,Demetrius,Flannigan-Fowles,hamstring injury (out),SF,Demetrius-Flannigan-Fowles-SF-2020,DB,Active
11/27/20,2020,November,27,San Francisco 49ers,49ers,K'Waun Williams,K'Waun,Williams,ankle injury (out),SF,K'Waun-Williams-SF-2020,DB,Active
11/27/20,2020,November,27,San Francisco 49ers,49ers,Tevin Coleman,Tevin,Coleman,knee injury (out),SF,Tevin-Coleman-SF-2020,RB,Active
11/27/20,2020,November,27,San Francisco 49ers,49ers,Tom Compton,Tom,Compton,concussion (out),SF,Tom-Compton-SF-2020,OL,Active
11/27/20,2020,November,27,Buffalo Bills,Bills,Cody Ford,Cody,Ford,ankle injury (out),BUF,Cody-Ford-BUF-2020,OL,R/Injured
11/27/20,2020,November,27,Buffalo Bills,Bills,John Brown,John,Brown,ankle injury (out),BUF,John-Brown-BUF-2020,WR,Active
11/27/20,2020,November,27,Denver Broncos,Broncos,Trey Marshall,Trey,Marshall,shin injury (out),DEN,Trey-Marshall-DEN-2020,DB,Active
11/27/20,2020,November,27,Cleveland Browns,Browns,Denzel Ward,Denzel,Ward,calf injury (out),CLE,Denzel-Ward-CLE-2020,DB,Active
11/27/20,2020,November,27,Cleveland Browns,Browns,Sheldrick Redwine,Sheldrick,Redwine,knee injury (out),CLE,Sheldrick-Redwine-CLE-2020,DB,Active
11/27/20,2020,November,27,Tampa Bay Buccaneers,Buccaneers,A.Q. Shipley,A.Q.,Shipley,neck injury (out),TB,A.Q.-Shipley-TB-2020,OL,R/Injured
11/27/20,2020,November,27,Tampa Bay Buccaneers,Buccaneers,Jamel Dean,Jamel,Dean,concussion (out),TB,Jamel-Dean-TB-2020,DB,Active
11/27/20,2020,November,27,Arizona Cardinals,Cardinals,Darrell Daniels,Darrell,Daniels,ankle injury (out),ARI,Darrell-Daniels-ARI-2020,TE,Active
11/27/20,2020,November,27,Arizona Cardinals,Cardinals,Jalen Thompson,Jalen,Thompson,ankle injury (out),ARI,Jalen-Thompson-ARI-2020,DB,Active
11/27/20,2020,November,27,Arizona Cardinals,Cardinals,Josh Mauro,Josh,Mauro,hamstring injury (out),ARI,Josh-Mauro-ARI-2020,DL,R/Injured; DFR
11/27/20,2020,November,27,Los Angeles Chargers,Chargers,Casey Hayward Jr.,Casey,Hayward,groin injury (out),LAC,Casey-Hayward-LAC-2020,DB,R/Injured
11/27/20,2020,November,27,Los Angeles Chargers,Chargers,Uchenna Nwosu,Uchenna,Nwosu,shoulder injury (out),LAC,Uchenna-Nwosu-LAC-2020,DL,R/Injured
11/27/20,2020,November,27,Indianapolis Colts,Colts,Bobby Okereke,Bobby,Okereke,ankle injury (out),IND,Bobby-Okereke-IND-2020,LB,Active
11/27/20,2020,November,27,Miami Dolphins,Dolphins,Salvon Ahmed,Salvon,Ahmed,shoulder injury (out),MIA,Salvon-Ahmed-MIA-2020,RB,Active
11/27/20,2020,November,27,Miami Dolphins,Dolphins,Solomon Kindley,Solomon,Kindley,foot injury (out),MIA,Solomon-Kindley-MIA-2020,OL,Active
11/27/20,2020,November,27,Atlanta Falcons,Falcons,Todd Gurley,Todd,Gurley,knee injury (out),ATL,Todd-Gurley-ATL-2020,RB,Active
11/27/20,2020,November,27,Jacksonville Jaguars,Jaguars,Andrew Norwell,Andrew,Norwell,forearm injury (out),JAX,Andrew-Norwell-JAX-2020,OL,Active
11/27/20,2020,November,27,Jacksonville Jaguars,Jaguars,Chris Conley,Chris,Conley,hip injury (out),JAX,Chris-Conley-JAX-2020,WR,Active
11/27/20,2020,November,27,Jacksonville Jaguars,Jaguars,D.J. Chark,D.J.,Chark,rib injury (out),JAX,D.J.-Chark-JAX-2020,WR,Active
11/27/20,2020,November,27,Jacksonville Jaguars,Jaguars,Sidney Jones IV,Sidney,Jones,Achilles injury (out),JAX,Sidney-Jones-JAX-2020,DB,R/Injured
11/27/20,2020,November,27,New York Jets,Jets,Patrick Onwuasor,Patrick,Onwuasor,hamstring injury (out),NYJ,Patrick-Onwuasor-NYJ-2020,LB,R/Injured
11/27/20,2020,November,27,Carolina Panthers,Panthers,Dennis Daley,Dennis,Daley,concussion (out),CAR,Dennis-Daley-CAR-2020,OL,R/Injured
11/27/20,2020,November,27,New England Patriots,Patriots,Isaiah Wynn,Isaiah,Wynn,knee injury (out),NE,Isaiah-Wynn-NE-2020,OL,R/Injured
11/27/20,2020,November,27,New England Patriots,Patriots,Rex Burkhead,Rex,Burkhead,knee injury (out),NE,Rex-Burkhead-NE-2020,RB,R/Injured
11/27/20,2020,November,27,New Orleans Saints,Saints,Andrus Peat,Andrus,Peat,concussion (out),NO,Andrus-Peat-NO-2020,OL,Active
11/27/20,2020,November,27,New Orleans Saints,Saints,Ty Montgomery,Ty,Montgomery,hamstring injury (out),NO,Ty-Montgomery-NO-2020,RB,Active
11/27/20,2020,November,27,Tennessee Titans,Titans,Adam Humphries,Adam,Humphries,concussion (out),TEN,Adam-Humphries-TEN-2020,WR,R/Injured
11/27/20,2020,November,27,Tennessee Titans,Titans,Adoree' Jackson,Adoree',Jackson,knee injury (out),TEN,Adoree'-Jackson-TEN-2020,DB,Active
11/27/20,2020,November,27,Tennessee Titans,Titans,MyCole Pruitt,MyCole,Pruitt,knee injury (out),TEN,MyCole-Pruitt-TEN-2020,TE,Active
11/27/20,2020,November,27,Minnesota Vikings,Vikings,Ezra Cleveland,Ezra,Cleveland,ankle injury (out),MIN,Ezra-Cleveland-MIN-2020,OL,Active
11/28/20,2020,November,28,Philadelphia Eagles,Eagles,Lane Johnson,Lane,Johnson,ankle injury (out),PHI,Lane-Johnson-PHI-2020,OL,R/Injured
11/28/20,2020,November,28,Seattle Seahawks,Seahawks,Brandon Shell,Brandon,Shell,ankle injury (out),SEA,Brandon-Shell-SEA-2020,OL,Active
11/28/20,2020,November,28,Seattle Seahawks,Seahawks,Travis Homer,Travis,Homer,wrist injury (out),SEA,Travis-Homer-SEA-2020,RB,R/Injured
12/4/20,2020,December,4,Cincinnati Bengals,Bengals,Alex Redmond,Alex,Redmond,concussion (out),CIN,Alex-Redmond-CIN-2020,OL,Active
12/4/20,2020,December,4,Cincinnati Bengals,Bengals,Tony Brown,Tony,Brown,hamstring injury (out),CIN,Tony-Brown-CIN-2020,DB,Active
12/4/20,2020,December,4,Denver Broncos,Broncos,Trey Marshall,Trey,Marshall,shin injury (out),DEN,Trey-Marshall-DEN-2020,DB,Active
12/4/20,2020,December,4,Cleveland Browns,Browns,Denzel Ward,Denzel,Ward,calf injury (out),CLE,Denzel-Ward-CLE-2020,DB,Active
12/4/20,2020,December,4,Cleveland Browns,Browns,Khadarel Hodge,Khadarel,Hodge,hamstring injury (out),CLE,Khadarel-Hodge-CLE-2020,WR,Active
12/4/20,2020,December,4,Arizona Cardinals,Cardinals,Jalen Thompson,Jalen,Thompson,ankle injury (out),ARI,Jalen-Thompson-ARI-2020,DB,Active
12/4/20,2020,December,4,Kansas City Chiefs,Chiefs,Dorian O'Daniel,Dorian,O'Daniel,ankle injury (out),KC,Dorian-O'Daniel-KC-2020,LB,Active
12/4/20,2020,December,4,Indianapolis Colts,Colts,Anthony Castonzo,Anthony,Castonzo,knee injury (out),IND,Anthony-Castonzo-IND-2020,OL,R/Injured
12/4/20,2020,December,4,Indianapolis Colts,Colts,Bobby Okereke,Bobby,Okereke,ankle injury (out),IND,Bobby-Okereke-IND-2020,LB,Active
12/4/20,2020,December,4,Indianapolis Colts,Colts,Khari Willis,Khari,Willis,back injury (out),IND,Khari-Willis-IND-2020,DB,Active
12/4/20,2020,December,4,Indianapolis Colts,Colts,Rigoberto Sanchez,Rigoberto,Sanchez,illness (out),IND,Rigoberto-Sanchez-IND-2020,SPEC,Active
12/4/20,2020,December,4,Atlanta Falcons,Falcons,James Carpenter,James,Carpenter,groin injury (out),ATL,James-Carpenter-ATL-2020,OL,Active
12/4/20,2020,December,4,Jacksonville Jaguars,Jaguars,Ben Ellefson,Ben,Ellefson,knee injury (out),JAX,Ben-Ellefson-JAX-2020,TE,R/Injured
12/4/20,2020,December,4,Jacksonville Jaguars,Jaguars,Dakota Allen,Dakota,Allen,hamstring injury (out),JAX,Dakota-Allen-JAX-2020,LB,Active
12/4/20,2020,December,4,Jacksonville Jaguars,Jaguars,Davon Hamilton,Davon,Hamilton,knee injury (out),JAX,Davon-Hamilton-JAX-2020,DL,R/Injured
12/4/20,2020,December,4,Jacksonville Jaguars,Jaguars,Kamalei Correa,Kamalei,Correa,hamstring injury (out),JAX,Kamalei-Correa-JAX-2020,LB,R/Left Squad
12/4/20,2020,December,4,Jacksonville Jaguars,Jaguars,Sidney Jones IV,Sidney,Jones,Achilles injury (out),JAX,Sidney-Jones-JAX-2020,DB,R/Injured
12/4/20,2020,December,4,Detroit Lions,Lions,Da'Shawn Hand,Da'Shawn,Hand,groin injury (out),DET,Da'Shawn-Hand-DET-2020,DL,R/Injured
12/4/20,2020,December,4,Detroit Lions,Lions,Jeff Okudah,Jeff,Okudah,shoulder injury (out),DET,Jeff-Okudah-DET-2020,DB,R/Injured
12/4/20,2020,December,4,Detroit Lions,Lions,Kenny Golladay,Kenny,Golladay,hip injury (out),DET,Kenny-Golladay-DET-2020,WR,Active
12/4/20,2020,December,4,Green Bay Packers,Packers,Corey Linsley,Corey,Linsley,knee injury (out),GB,Corey-Linsley-GB-2020,OL,Active
12/4/20,2020,December,4,Las Vegas Raiders,Raiders,Johnathan Abram,Johnathan,Abram,knee injury (out),LV,Johnathan-Abram-LV-2020,DB,Active
12/4/20,2020,December,4,Las Vegas Raiders,Raiders,Josh Jacobs,Josh,Jacobs,ankle injury (out),LV,Josh-Jacobs-LV-2020,RB,Active
12/4/20,2020,December,4,Los Angeles Rams,Rams,Terrell Lewis,Terrell,Lewis,knee injury (out),LA,Terrell-Lewis-LA-2020,LB,Inactive
12/4/20,2020,December,4,New Orleans Saints,Saints,Janoris Jenkins,Janoris,Jenkins,knee injury (out),NO,Janoris-Jenkins-NO-2020,DB,Active
12/4/20,2020,December,4,New Orleans Saints,Saints,Marcus Davenport,Marcus,Davenport,concussion (out),NO,Marcus-Davenport-NO-2020,DL,Active
12/4/20,2020,December,4,New Orleans Saints,Saints,Marquez Callaway,Marquez,Callaway,knee injury (out),NO,Marquez-Callaway-NO-2020,WR,Active
12/4/20,2020,December,4,New Orleans Saints,Saints,Ty Montgomery,Ty,Montgomery,hamstring injury (out),NO,Ty-Montgomery-NO-2020,RB,Active
12/4/20,2020,December,4,Houston Texans,Texans,C.J. Prosise,C.J.,Prosise,illness (out),HOU,C.J.-Prosise-HOU-2020,RB,Waivers/No Rec.
12/4/20,2020,December,4,Houston Texans,Texans,Cullen Gillaspia,Cullen,Gillaspia,back injury (out),HOU,Cullen-Gillaspia-HOU-2020,RB,R/Injured
12/4/20,2020,December,4,Tennessee Titans,Titans,Adoree' Jackson,Adoree',Jackson,knee injury (out),TEN,Adoree'-Jackson-TEN-2020,DB,Active
12/4/20,2020,December,4,Tennessee Titans,Titans,Isaiah Wilson,Isaiah,Wilson,illness (out),TEN,Isaiah-Wilson-TEN-2020,OL,R/NFIL
12/4/20,2020,December,4,Tennessee Titans,Titans,Jonnu Smith,Jonnu,Smith,knee injury (out),TEN,Jonnu-Smith-TEN-2020,TE,Active
12/4/20,2020,December,4,Minnesota Vikings,Vikings,D.J. Wonnum,D.J.,Wonnum,ankle injury (out),MIN,D.J.-Wonnum-MIN-2020,DL,Active
12/4/20,2020,December,4,Minnesota Vikings,Vikings,Irv Smith,Irv,Smith,back injury (out),MIN,Irv-Smith-MIN-2020,TE,Active
12/5/20,2020,December,5,San Francisco 49ers,49ers,K'Waun Williams,K'Waun,Williams,ankle injury (out),SF,K'Waun-Williams-SF-2020,DB,Active
12/5/20,2020,December,5,Cleveland Browns,Browns,Taywan Taylor,Taywan,Taylor,neck injury (out),CLE,Taywan-Taylor-CLE-2020,WR,R/Injured
12/11/20,2020,December,11,San Francisco 49ers,49ers,Hroniss Grasu,Hroniss,Grasu,knee injury (out),SF,Hroniss-Grasu-SF-2020,OL,R/COVID-19
12/11/20,2020,December,11,San Francisco 49ers,49ers,Tom Compton,Tom,Compton,concussion (out),SF,Tom-Compton-SF-2020,OL,Active
12/11/20,2020,December,11,Chicago Bears,Bears,Buster Skrine,Buster,Skrine,concussion (out),CHI,Buster-Skrine-CHI-2020,DB,Active
12/11/20,2020,December,11,Chicago Bears,Bears,James Vaughters,James,Vaughters,knee injury (out),CHI,James-Vaughters-CHI-2020,LB,Active
12/11/20,2020,December,11,Buffalo Bills,Bills,Jaquan Johnson,Jaquan,Johnson,ankle injury (out),BUF,Jaquan-Johnson-BUF-2020,DB,Active
12/11/20,2020,December,11,Arizona Cardinals,Cardinals,Jalen Thompson,Jalen,Thompson,ankle injury (out),ARI,Jalen-Thompson-ARI-2020,DB,Active
12/11/20,2020,December,11,Arizona Cardinals,Cardinals,Johnathan Joseph,Johnathan,Joseph,neck injury (out),ARI,Johnathan-Joseph-ARI-2020,DB,R/Injured
12/11/20,2020,December,11,Kansas City Chiefs,Chiefs,Damien Wilson,Damien,Wilson,knee injury (out),KC,Damien-Wilson-KC-2020,LB,Active
12/11/20,2020,December,11,Indianapolis Colts,Colts,Rigoberto Sanchez,Rigoberto,Sanchez,illness (out),IND,Rigoberto-Sanchez-IND-2020,SPEC,Active
12/11/20,2020,December,11,Miami Dolphins,Dolphins,Ereck Flowers,Ereck,Flowers,ankle injury (out),MIA,Ereck-Flowers-MIA-2020,OL,Active
12/11/20,2020,December,11,Miami Dolphins,Dolphins,Salvon Ahmed,Salvon,Ahmed,shoulder injury (out),MIA,Salvon-Ahmed-MIA-2020,RB,Active
12/11/20,2020,December,11,Philadelphia Eagles,Eagles,Jason Peters,Jason,Peters,toe injury (out),PHI,Jason-Peters-PHI-2020,OL,R/Injured
12/11/20,2020,December,11,Philadelphia Eagles,Eagles,Michael Jacquet III,Michael,Jacquet,hamstring injury (out),PHI,Michael-Jacquet-PHI-2020,DB,Active
12/11/20,2020,December,11,Philadelphia Eagles,Eagles,T.J. Edwards,T.J.,Edwards,hamstring injury (out),PHI,T.J.-Edwards-PHI-2020,LB,Active
12/11/20,2020,December,11,Atlanta Falcons,Falcons,James Carpenter,James,Carpenter,groin injury (out),ATL,James-Carpenter-ATL-2020,OL,Active
12/11/20,2020,December,11,Atlanta Falcons,Falcons,Julio Jones,Julio,Jones,hamstring injury (out),ATL,Julio-Jones-ATL-2020,WR,Active
12/11/20,2020,December,11,Atlanta Falcons,Falcons,Ricardo Allen,Ricardo,Allen,concussion (out),ATL,Ricardo-Allen-ATL-2020,DB,Active
12/11/20,2020,December,11,Jacksonville Jaguars,Jaguars,Brandon Linder,Brandon,Linder,ankle injury (out),JAX,Brandon-Linder-JAX-2020,OL,R/Injured
12/11/20,2020,December,11,New York Jets,Jets,Ashtyn Davis,Ashtyn,Davis,foot injury (out),NYJ,Ashtyn-Davis-NYJ-2020,DB,R/Injured
12/11/20,2020,December,11,New York Jets,Jets,Bennett Jackson,Bennett,Jackson,hamstring injury (out),NYJ,Bennett-Jackson-NYJ-2020,DB,R/Injured
12/11/20,2020,December,11,New York Jets,Jets,Greg VanRoten,Greg,VanRoten,toe injury (out),NYJ,Greg-VanRoten-NYJ-2020,OL,Active
12/11/20,2020,December,11,New York Jets,Jets,Jordan Jenkins,Jordan,Jenkins,shoulder injury (out),NYJ,Jordan-Jenkins-NYJ-2020,LB,R/Injured
12/11/20,2020,December,11,Detroit Lions,Lions,Jeff Okudah,Jeff,Okudah,groin injury (out),DET,Jeff-Okudah-DET-2020,DB,R/Injured
12/11/20,2020,December,11,Detroit Lions,Lions,Kenny Golladay,Kenny,Golladay,hip injury (out),DET,Kenny-Golladay-DET-2020,WR,Active
12/11/20,2020,December,11,Detroit Lions,Lions,Tyrell Crosby,Tyrell,Crosby,ankle injury (out),DET,Tyrell-Crosby-DET-2020,OL,Active
12/11/20,2020,December,11,Green Bay Packers,Packers,Jace Sternberger,Jace,Sternberger,concussion (out),GB,Jace-Sternberger-GB-2020,TE,Active
12/11/20,2020,December,11,Green Bay Packers,Packers,Simon Stepaniak,Simon,Stepaniak,knee injury (out),GB,Simon-Stepaniak-GB-2020,OL,R/Injured
12/11/20,2020,December,11,Carolina Panthers,Panthers,Dennis Daley,Dennis,Daley,concussion (out),CAR,Dennis-Daley-CAR-2020,OL,R/Injured
12/11/20,2020,December,11,Las Vegas Raiders,Raiders,Damon Arnette,Damon,Arnette,concussion (out),LV,Damon-Arnette-LV-2020,DB,Active
12/11/20,2020,December,11,Las Vegas Raiders,Raiders,Jeff Heath,Jeff,Heath,concussion (out),LV,Jeff-Heath-LV-2020,DB,Active
12/11/20,2020,December,11,New Orleans Saints,Saints,Malcom Brown,Malcom,Brown,shoulder injury (out),NO,Malcom-Brown-NO-2020,DL,Active
12/11/20,2020,December,11,New Orleans Saints,Saints,Patrick Robinson,Patrick,Robinson,hamstring injury (out),NO,Patrick-Robinson-NO-2020,DB,Active
12/11/20,2020,December,11,Seattle Seahawks,Seahawks,Jamarco Jones,Jamarco,Jones,groin injury (out),SEA,Jamarco-Jones-SEA-2020,OL,R/Injured
12/11/20,2020,December,11,Pittsburgh Steelers,Steelers,Joe Haden,Joe,Haden,concussion (out),PIT,Joe-Haden-PIT-2020,DB,R/COVID-19
12/11/20,2020,December,11,Pittsburgh Steelers,Steelers,Robert Spillane,Robert,Spillane,knee injury (out),PIT,Robert-Spillane-PIT-2020,LB,Active
12/11/20,2020,December,11,Houston Texans,Texans,Pharaoh Brown,Pharaoh,Brown,concussion (out),HOU,Pharaoh-Brown-HOU-2020,TE,Active
12/11/20,2020,December,11,Tennessee Titans,Titans,Adoree' Jackson,Adoree',Jackson,knee injury (out),TEN,Adoree'-Jackson-TEN-2020,DB,Active
12/11/20,2020,December,11,Tennessee Titans,Titans,Breon Borders,Breon,Borders,hip injury (out),TEN,Breon-Borders-TEN-2020,DB,R/Injured
12/11/20,2020,December,11,Minnesota Vikings,Vikings,Alexander Mattison,Alexander,Mattison,illness (out),MIN,Alexander-Mattison-MIN-2020,RB,Active
12/11/20,2020,December,11,Minnesota Vikings,Vikings,Eric Kendricks,Eric,Kendricks,calf injury (out),MIN,Eric-Kendricks-MIN-2020,LB,Active
12/11/20,2020,December,11,Washington Football Team,Washington,Antonio Gibson,Antonio,Gibson,toe injury (out),WAS,Antonio-Gibson-WAS-2020,RB,Active
12/12/20,2020,December,12,Cleveland Browns,Browns,Denzel Ward,Denzel,Ward,calf injury (out),CLE,Denzel-Ward-CLE-2020,DB,Active
12/12/20,2020,December,12,Cleveland Browns,Browns,Khadarel Hodge,Khadarel,Hodge,hamstring injury (out),CLE,Khadarel-Hodge-CLE-2020,WR,Active
12/16/20,2020,December,16,Los Angeles Chargers,Chargers,Bryan Bulaga,Bryan,Bulaga,concussion (out),LAC,Bryan-Bulaga-LAC-2020,OL,Active
12/16/20,2020,December,16,Los Angeles Chargers,Chargers,Emeke Egbule,Emeke,Egbule,illness (out),LAC,Emeke-Egbule-LAC-2020,LB,Active
12/16/20,2020,December,16,Las Vegas Raiders,Raiders,Clelin Ferrell,Clelin,Ferrell,shoulder injury (out),LV,Clelin-Ferrell-LV-2020,DL,R/Injured
12/16/20,2020,December,16,Las Vegas Raiders,Raiders,Damon Arnette,Damon,Arnette,concussion (out),LV,Damon-Arnette-LV-2020,DB,Active
12/16/20,2020,December,16,Las Vegas Raiders,Raiders,Johnathan Abram,Johnathan,Abram,concussion (out),LV,Johnathan-Abram-LV-2020,DB,Active
12/16/20,2020,December,16,Las Vegas Raiders,Raiders,Nicholas Morrow,Nicholas,Morrow,concussion (out),LV,Nicholas-Morrow-LV-2020,LB,Active
12/18/20,2020,December,18,San Francisco 49ers,49ers,Deebo Samuel,Deebo,Samuel,hamstring injury (out),SF,Deebo-Samuel-SF-2020,WR,Active
12/18/20,2020,December,18,San Francisco 49ers,49ers,Hroniss Grasu,Hroniss,Grasu,knee injury (out),SF,Hroniss-Grasu-SF-2020,OL,R/COVID-19
12/18/20,2020,December,18,Chicago Bears,Bears,Buster Skrine,Buster,Skrine,concussion (out),CHI,Buster-Skrine-CHI-2020,DB,Active
12/18/20,2020,December,18,Buffalo Bills,Bills,Jaquan Johnson,Jaquan,Johnson,ankle injury (out),BUF,Jaquan-Johnson-BUF-2020,DB,Active
12/18/20,2020,December,18,Cleveland Browns,Browns,Andrew Sendejo,Andrew,Sendejo,concussion (out),CLE,Andrew-Sendejo-CLE-2020,DB,Active
12/18/20,2020,December,18,Cleveland Browns,Browns,Wyatt Teller,Wyatt,Teller,ankle injury (out),CLE,Wyatt-Teller-CLE-2020,OL,Active
12/18/20,2020,December,18,Arizona Cardinals,Cardinals,Jalen Thompson,Jalen,Thompson,ankle injury (out),ARI,Jalen-Thompson-ARI-2020,DB,Active
12/18/20,2020,December,18,Arizona Cardinals,Cardinals,Jordan Phillips,Jordan,Phillips,hamstring injury (out),ARI,Jordan-Phillips-ARI-2020,DL,R/Injured
12/18/20,2020,December,18,Arizona Cardinals,Cardinals,Kylie Fitts,Kylie,Fitts,hamstring injury (out),ARI,Kylie-Fitts-ARI-2020,LB,R/Injured
12/18/20,2020,December,18,Arizona Cardinals,Cardinals,Zane Gonzalez,Zane,Gonzalez,back injury (out),ARI,Zane-Gonzalez-ARI-2020,SPEC,R/Injured
12/18/20,2020,December,18,Kansas City Chiefs,Chiefs,Damien Wilson,Damien,Wilson,knee injury (out),KC,Damien-Wilson-KC-2020,LB,Active
12/18/20,2020,December,18,Kansas City Chiefs,Chiefs,Darwin Thompson,Darwin,Thompson,illness (out),KC,Darwin-Thompson-KC-2020,RB,Active
12/18/20,2020,December,18,Dallas Cowboys,Cowboys,Deante Burton,Deante,Burton,shoulder injury (out),DAL,Deante-Burton-DAL-2020,DB,R/Injured
12/18/20,2020,December,18,Atlanta Falcons,Falcons,Darqueze Dennard,Darqueze,Dennard,quadriceps injury (out),ATL,Darqueze-Dennard-ATL-2020,DB,Active
12/18/20,2020,December,18,Atlanta Falcons,Falcons,Julio Jones,Julio,Jones,hamstring injury (out),ATL,Julio-Jones-ATL-2020,WR,Active
12/18/20,2020,December,18,Atlanta Falcons,Falcons,Marlon Davidson,Marlon,Davidson,knee injury (out),ATL,Marlon-Davidson-ATL-2020,DL,Active
12/18/20,2020,December,18,Atlanta Falcons,Falcons,Ricardo Allen,Ricardo,Allen,concussion (out),ATL,Ricardo-Allen-ATL-2020,DB,Active
12/18/20,2020,December,18,New York Giants,Giants,Darnay Holmes,Darnay,Holmes,knee injury (out),NYG,Darnay-Holmes-NYG-2020,DB,Active
12/18/20,2020,December,18,Jacksonville Jaguars,Jaguars,Sidney Jones IV,Sidney,Jones,Achilles injury (out),JAX,Sidney-Jones-JAX-2020,DB,R/Injured
12/18/20,2020,December,18,Detroit Lions,Lions,Da'Shawn Hand,Da'Shawn,Hand,ankle injury (out),DET,Da'Shawn-Hand-DET-2020,DL,R/Injured
12/18/20,2020,December,18,Detroit Lions,Lions,Darryl Roberts,Darryl,Roberts,hip injury (out),DET,Darryl-Roberts-DET-2020,DB,Active
12/18/20,2020,December,18,Detroit Lions,Lions,Kenny Golladay,Kenny,Golladay,hip injury (out),DET,Kenny-Golladay-DET-2020,WR,Active
12/18/20,2020,December,18,Detroit Lions,Lions,Tyrell Crosby,Tyrell,Crosby,ankle injury (out),DET,Tyrell-Crosby-DET-2020,OL,Active
12/18/20,2020,December,18,Green Bay Packers,Packers,Jace Sternberger,Jace,Sternberger,concussion (out),GB,Jace-Sternberger-GB-2020,TE,Active
12/18/20,2020,December,18,Green Bay Packers,Packers,Simon Stepaniak,Simon,Stepaniak,knee injury (out),GB,Simon-Stepaniak-GB-2020,OL,R/Injured
12/18/20,2020,December,18,Baltimore Ravens,Ravens,Jimmy Smith,Jimmy,Smith,rib injury (out),BAL,Jimmy-Smith-BAL-2020,DB,Active
12/18/20,2020,December,18,Baltimore Ravens,Ravens,Kristian Welch,Kristian,Welch,foot injury (out),BAL,Kristian-Welch-BAL-2020,LB,Active
12/18/20,2020,December,18,New Orleans Saints,Saints,Malcom Brown,Malcom,Brown,shoulder injury (out),NO,Malcom-Brown-NO-2020,DL,Active
12/18/20,2020,December,18,New Orleans Saints,Saints,Michael Thomas,Michael,Thomas,ankle injury (out),NO,Michael-Thomas-NO-2020,WR,Active
12/18/20,2020,December,18,New Orleans Saints,Saints,Nick Easton,Nick,Easton,concussion (out),NO,Nick-Easton-NO-2020,OL,R/Injured
12/18/20,2020,December,18,Seattle Seahawks,Seahawks,Jamarco Jones,Jamarco,Jones,groin injury (out),SEA,Jamarco-Jones-SEA-2020,OL,R/Injured
12/18/20,2020,December,18,Seattle Seahawks,Seahawks,Phil Haynes,Phil,Haynes,groin injury (out),SEA,Phil-Haynes-SEA-2020,OL,R/Injured
12/18/20,2020,December,18,Seattle Seahawks,Seahawks,Travis Homer,Travis,Homer,knee injury (out),SEA,Travis-Homer-SEA-2020,RB,R/Injured
