Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Panthers,12/6/19,Greg Olsen,concussion (out),Greg,Olsen,2019,CAR,2019_Olsen_CAR
Panthers,12/13/19,Greg Little,ankle injury (out),Greg,Little,2019,CAR,2019_Little_CAR
Panthers,10/11/19,Cam Newton ,foot injury (out),Cam,Newton,2019,CAR,2019_Newton_CAR
Panthers,9/24/21,Yetur Gross-Matos,ankle injury (out),Yetur,Gross-Matos,2021,CAR,2021_Gross-Matos_CAR
Panthers,10/8/21,Cameron Erving ,neck injury (out),Cameron,Erving,2021,CAR,2021_Erving_CAR
Panthers,12/10/21,Michael Jordan ,hamstring injury (out),Michael,Jordan,2021,CAR,2021_Jordan_CAR
Panthers,12/20/19,Marquis Haynes,knee injury (out),Marquis,Haynes,2019,CAR,2019_Haynes_CAR
Panthers,10/11/19,Trai Turner,ankle injury (out),Trai,Turner,2019,CAR,2019_Turner_CAR
Panthers,10/11/19,Natrell Jamerson,foot injury (out),Natrell,Jamerson,2019,CAR,2019_Jamerson_CAR
Panthers,11/27/20,Dennis Daley,concussion (out),Dennis,Daley,2020,CAR,2020_Daley_CAR
Panthers,12/27/19,Shaq Thompson,foot injury (out),Shaq,Thompson,2019,CAR,2019_Thompson_CAR
Panthers,11/1/19,Greg Little,concussion (out),Greg,Little,2019,CAR,2019_Little_CAR
Panthers,10/8/21,Shaq Thompson,foot injury (out),Shaq,Thompson,2021,CAR,2021_Thompson_CAR
Panthers,10/25/19,Greg Little,concussion (out),Greg,Little,2019,CAR,2019_Little_CAR
Panthers,10/15/21,Christian McCaffrey,hamstring injury (out),Christian,McCaffrey,2021,CAR,2021_McCaffrey_CAR
Panthers,11/12/21,Rashaan Melvin,hand injury (out),Rashaan,Melvin,2021,CAR,2021_Melvin_CAR
Panthers,9/27/19,Cam Newton ,foot injury (out),Cam,Newton,2019,CAR,2019_Newton_CAR
Panthers,12/10/21,John Miller ,ankle injury (out),John,Miller,2021,CAR,2021_Miller_CAR
Panthers,9/20/19,Brandon Greene,neck injury (out),Brandon,Greene,2019,CAR,2019_Greene_CAR
Panthers,10/11/19,Christian Miller,ankle injury (out),Christian,Miller,2019,CAR,2019_Miller_CAR
Panthers,9/20/19,Cam Newton ,foot injury (out),Cam,Newton,2019,CAR,2019_Newton_CAR
Panthers,9/20/19,Rashaan Gaulden,groin injury (out),Rashaan,Gaulden,2019,CAR,2019_Gaulden_CAR
Panthers,11/20/20,Christian McCaffrey,shoulder injury (out),Christian,McCaffrey,2020,CAR,2020_McCaffrey_CAR
Panthers,11/1/19,Cam Newton ,foot injury (out),Cam,Newton,2019,CAR,2019_Newton_CAR
Panthers,10/25/19,Cam Newton ,foot injury (out),Cam,Newton,2019,CAR,2019_Newton_CAR
Panthers,11/13/20,Russell Okung,calf injury (out),Russell,Okung,2020,CAR,2020_Okung_CAR
Panthers,11/13/20,Christian McCaffrey,shoulder injury (out),Christian,McCaffrey,2020,CAR,2020_McCaffrey_CAR
