Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Buccaneers,10/4/19,Breshad Perriman,hamstring injury (out),Breshad,Perriman,2019,TB,2019_Perriman_TB
Buccaneers,11/29/19,Anthony Nelson,hamstring injury (out),Anthony,Nelson,2019,TB,2019_Nelson_TB
Buccaneers,12/6/19,Anthony Nelson,hamstring injury (out),Anthony,Nelson,2019,TB,2019_Nelson_TB
Buccaneers,12/19/19,Chris Godwin,hamstring injury (out),Chris,Godwin,2019,TB,2019_Godwin_TB
Buccaneers,11/8/19,Carl Nassib,groin injury (out),Carl,Nassib,2019,TB,2019_Nassib_TB
Buccaneers,10/29/21,Antonio Brown ,ankle injury (out),Antonio,Brown,2021,TB,2021_Brown_TB
Buccaneers,11/6/20,Ali Marpet,concussion (out),Ali,Marpet,2020,TB,2020_Marpet_TB
Buccaneers,9/25/20,Justin Watson ,shoulder injury (out),Justin,Watson,2020,TB,2020_Watson_TB
Buccaneers,9/20/19,Blaine Gabbert,left shoulder injury (out),Blaine,Gabbert,2019,TB,2019_Gabbert_TB
Buccaneers,9/20/19,Devante Bond,hamstring injury (out),Devante,Bond,2019,TB,2019_Bond_TB
Buccaneers,1/7/22,Ronald Jones II,ankle injury (out),Ronald,Jones,2021,TB,2021_Jones_TB
Buccaneers,1/7/22,Justin Watson ,quadriceps injury (out),Justin,Watson,2021,TB,2021_Watson_TB
Buccaneers,12/31/21,Jason Pierre-Paul,shoulder injury (out),Jason,Pierre-Paul,2021,TB,2021_Pierre-Paul_TB
Buccaneers,9/27/19,Devin White,knee injury (out),Devin,White,2019,TB,2019_White_TB
Buccaneers,11/12/21,Rob Gronkowski,back injury (out),Rob,Gronkowski,2021,TB,2021_Gronkowski_TB
Buccaneers,11/20/21,Antonio Brown ,ankle injury (out),Antonio,Brown,2021,TB,2021_Brown_TB
Buccaneers,12/6/19,Scotty Miller,hamstring injury (out),Scotty,Miller,2019,TB,2019_Miller_TB
Buccaneers,11/22/19,M.J. Stewart,knee injury (out),M.J.,Stewart,2019,TB,2019_Stewart_TB
Buccaneers,11/8/19,Anthony Nelson,hamstring injury (out),Anthony,Nelson,2019,TB,2019_Nelson_TB
Buccaneers,1/7/22,Rashard Robinson,groin injury (out),Rashard,Robinson,2021,TB,2021_Robinson_TB
Buccaneers,10/11/19,Demar Dotson,hamstring injury (out),Demar,Dotson,2019,TB,2019_Dotson_TB
Buccaneers,12/31/21,Shaquil Barrett,knee injury (out),Shaquil,Barrett,2021,TB,2021_Barrett_TB
Buccaneers,1/1/21,Jeremiah Ledbetter,calf injury (out),Jeremiah,Ledbetter,2020,TB,2020_Ledbetter_TB
Buccaneers,11/22/19,Anthony Nelson,hamstring injury (out),Anthony,Nelson,2019,TB,2019_Nelson_TB
Buccaneers,1/7/22,Jason Pierre-Paul,shoulder injury (out),Jason,Pierre-Paul,2021,TB,2021_Pierre-Paul_TB
Buccaneers,10/8/21,Antoine Winfield Jr.,concussion (out),Antoine,Winfield,2021,TB,2021_Winfield_TB
Cardinals,10/22/21,Rashard Lawrence,calf injury (out),Rashard,Lawrence,2021,ARI,2021_Lawrence_ARI
Cardinals,10/22/21,Darrell Daniels,hamstring injury (out),Darrell,Daniels,2021,ARI,2021_Daniels_ARI
Cardinals,10/18/19,Brett Toth,illness (out),Brett,Toth,2019,ARI,2019_Toth_ARI
Cardinals,10/2/20,Budda Baker,thumb injury (out),Budda,Baker,2020,ARI,2020_Baker_ARI
Cardinals,12/4/20,Jalen Thompson,ankle injury (out),Jalen,Thompson,2020,ARI,2020_Thompson_ARI
Cardinals,9/18/20,Mason Cole,hamstring injury (out),Mason,Cole,2020,ARI,2020_Cole_ARI
Cardinals,11/8/19,Tramaine Brock,hamstring injury (out),Tramaine,Brock,2019,ARI,2019_Brock_ARI
Cardinals,9/27/19,Charles Washington ,shoulder injury (out),Charles,Washington,2019,ARI,2019_Washington_ARI
Cardinals,10/9/20,Devon Kennard,calf injury (out),Devon,Kennard,2020,ARI,2020_Kennard_ARI
Cardinals,10/2/20,Chris Banjo,hamstring injury (out),Chris,Banjo,2020,ARI,2020_Banjo_ARI
Cardinals,10/4/19,Zach Allen,neck injury (out),Zach,Allen,2019,ARI,2019_Allen_ARI
Cardinals,11/8/19,Zach Allen,neck injury (out),Zach,Allen,2019,ARI,2019_Allen_ARI
Cardinals,10/27/21,J.J. Watt,shoulder injury (out),J.J.,Watt,2021,ARI,2021_Watt_ARI
Cardinals,11/13/20,Leki Fotu,ankle injury (out),Leki,Fotu,2020,ARI,2020_Fotu_ARI
Cardinals,10/18/19,Zach Allen,neck injury (out),Zach,Allen,2019,ARI,2019_Allen_ARI
Cardinals,11/15/19,Jonathan Bullard,foot injury (out),Jonathan,Bullard,2019,ARI,2019_Bullard_ARI
Cardinals,10/20/21,A.J. Green ,shoulder injury (out),A.J.,Green,2021,ARI,2021_Green_ARI
Cardinals,10/4/19,Jordan Mills,knee injury (out),Jordan,Mills,2019,ARI,2019_Mills_ARI
Cardinals,1/7/22,Chase Edmonds,"ribs, toe injuries (out)",Chase,Edmonds,2021,ARI,2021_Edmonds_ARI
Cardinals,10/18/19,D.J. Foster,hamstring injury (out),D.J.,Foster,2019,ARI,2019_Foster_ARI
Cardinals,12/25/21,Jordan Phillips,knee injury (out),Jordan,Phillips,2021,ARI,2021_Phillips_ARI
Cardinals,11/19/21,Tanner Vallejo,knee injury (out),Tanner,Vallejo,2021,ARI,2021_Vallejo_ARI
Cardinals,9/17/21,Devon Kennard,hamstring injury (out),Devon,Kennard,2021,ARI,2021_Kennard_ARI
Cardinals,10/15/21,Rodney Hudson,"ribs, shoulder injuries (out)",Rodney,Hudson,2021,ARI,2021_Hudson_ARI
Cardinals,12/11/21,Zach Kerr,ribs injury (out),Zach,Kerr,2021,ARI,2021_Kerr_ARI
Cardinals,10/25/19,D.J. Foster,hamstring injury (out),D.J.,Foster,2019,ARI,2019_Foster_ARI
Cardinals,1/7/22,Jordan Phillips,knee injury (out),Jordan,Phillips,2021,ARI,2021_Phillips_ARI
Cardinals,11/13/20,Justin Murray,hand injury (out),Justin,Murray,2020,ARI,2020_Murray_ARI
Cardinals,11/8/19,Chase Edmonds,hamstring injury (out),Chase,Edmonds,2019,ARI,2019_Edmonds_ARI
Cardinals,12/17/21,Robert Alford,pectoral injury (out),Robert,Alford,2021,ARI,2021_Alford_ARI
Cardinals,10/30/19,Zach Allen,neck injury (out),Zach,Allen,2019,ARI,2019_Allen_ARI
Cardinals,12/18/20,Jordan Phillips,hamstring injury (out),Jordan,Phillips,2020,ARI,2020_Phillips_ARI
Cardinals,11/19/21,Jonathan Ward,concussion (out),Jonathan,Ward,2021,ARI,2021_Ward_ARI
Cardinals,10/8/21,Byron Murphy Jr.,ribs injury (out),Byron,Murphy,2021,ARI,2021_Murphy_ARI
Cardinals,11/15/19,Chase Edmonds,hamstring injury (out),Chase,Edmonds,2019,ARI,2019_Edmonds_ARI
Cardinals,9/27/19,Damiere Byrd,hamstring injury (out),Damiere,Byrd,2019,ARI,2019_Byrd_ARI
Cardinals,12/14/22,Steve Keim,took indefinite leave of absence as general manager for health reasons,Steve,Keim,2022,ARI,2022_Keim_ARI
Cardinals,10/15/21,Tanner Vallejo,hand injury (out),Tanner,Vallejo,2021,ARI,2021_Vallejo_ARI
Cardinals,10/25/19,Zach Allen,neck injury (out),Zach,Allen,2019,ARI,2019_Allen_ARI
Cardinals,12/18/20,Zane Gonzalez,back injury (out),Zane,Gonzalez,2020,ARI,2020_Gonzalez_ARI
Cardinals,12/11/20,Jalen Thompson,ankle injury (out),Jalen,Thompson,2020,ARI,2020_Thompson_ARI
Cardinals,1/7/22,Marco Wilson,shoulder injury (out),Marco,Wilson,2021,ARI,2021_Wilson_ARI
Cardinals,12/11/20,Johnathan Joseph,neck injury (out),Johnathan,Joseph,2020,ARI,2020_Joseph_ARI
Cardinals,12/17/21,DeAndre Hopkins,knee injury (out),DeAndre,Hopkins,2021,ARI,2021_Hopkins_ARI
Cardinals,11/19/21,Justin Pugh,calf injury (out),Justin,Pugh,2021,ARI,2021_Pugh_ARI
Cardinals,10/4/19,Charles Washington ,shoulder injury (out),Charles,Washington,2019,ARI,2019_Washington_ARI
Cardinals,9/24/21,Joshua Miles ,ankle injury (out),Joshua,Miles,2021,ARI,2021_Miles_ARI
Cardinals,11/12/21,Justin Pugh,calf injury (out),Justin,Pugh,2021,ARI,2021_Pugh_ARI
Cardinals,11/12/21,James Wiggins,knee injury (out),James,Wiggins,2021,ARI,2021_Wiggins_ARI
Cardinals,10/30/19,Chase Edmonds,hamstring injury (out),Chase,Edmonds,2019,ARI,2019_Edmonds_ARI
Cardinals,11/19/21,DeAndre Hopkins,hamstring injury (out),DeAndre,Hopkins,2021,ARI,2021_Hopkins_ARI
Cardinals,10/4/19,Christian Kirk ,ankle injury (out),Christian,Kirk,2019,ARI,2019_Kirk_ARI
Cardinals,10/4/19,Dennis Gardeck,ankle injury (out),Dennis,Gardeck,2019,ARI,2019_Gardeck_ARI
Cardinals,11/27/20,Josh Mauro,hamstring injury (out),Josh,Mauro,2020,ARI,2020_Mauro_ARI
Cardinals,1/7/22,Rondale Moore,ankle injury (out),Rondale,Moore,2021,ARI,2021_Moore_ARI
Cardinals,11/12/21,Jonathan Ward,concussion (out),Jonathan,Ward,2021,ARI,2021_Ward_ARI
Cardinals,12/18/20,Kylie Fitts,hamstring injury (out),Kylie,Fitts,2020,ARI,2020_Fitts_ARI
Cardinals,11/27/20,Darrell Daniels,ankle injury (out),Darrell,Daniels,2020,ARI,2020_Daniels_ARI
Cardinals,9/18/20,Maxx Williams,ankle injury (out),Maxx,Williams,2020,ARI,2020_Williams_ARI
Cardinals,9/20/19,Lamont Gaillard,knee injury (out),Lamont,Gaillard,2019,ARI,2019_Gaillard_ARI
Cardinals,11/27/20,Jalen Thompson,ankle injury (out),Jalen,Thompson,2020,ARI,2020_Thompson_ARI
Cardinals,11/18/20,Corey Peters,knee injury (out),Corey,Peters,2020,ARI,2020_Peters_ARI
Cardinals,12/31/21,Marco Wilson,shoulder injury (out),Marco,Wilson,2021,ARI,2021_Wilson_ARI
Cardinals,12/18/20,Jalen Thompson,ankle injury (out),Jalen,Thompson,2020,ARI,2020_Thompson_ARI
Cardinals,11/13/20,Jordan Phillips,hamstring injury (out),Jordan,Phillips,2020,ARI,2020_Phillips_ARI
Cardinals,11/5/21,Rashard Lawrence,calf injury (out),Rashard,Lawrence,2021,ARI,2021_Lawrence_ARI
Cardinals,12/23/21,Jordan Phillips,knee injury (out),Jordan,Phillips,2021,ARI,2021_Phillips_ARI
Cardinals,12/27/19,Darrell Daniels,biceps injury (out),Darrell,Daniels,2019,ARI,2019_Daniels_ARI
Cardinals,10/17/20,Kylie Fitts,hamstring injury (out),Kylie,Fitts,2020,ARI,2020_Fitts_ARI
Cardinals,11/18/20,Jordan Phillips,hamstring injury (out),Jordan,Phillips,2020,ARI,2020_Phillips_ARI
Cardinals,8/1/22,Kyler Murray,COVID-10 (positive test),Kyler,Murray,2022,ARI,2022_Murray_ARI
Cardinals,9/13/19,Lamont Gaillard,knee injury (out),Lamont,Gaillard,2019,ARI,2019_Gaillard_ARI
Cardinals,10/1/21,Eno Benjamin,hamstring injury (out),Eno,Benjamin,2021,ARI,2021_Benjamin_ARI
Cardinals,10/11/19,Dennis Gardeck,ankle injury (out),Dennis,Gardeck,2019,ARI,2019_Gardeck_ARI
Cardinals,12/3/21,James Wiggins,knee injury (out),James,Wiggins,2021,ARI,2021_Wiggins_ARI
Cardinals,11/5/21,Jonathan Ward,concussion (out),Jonathan,Ward,2021,ARI,2021_Ward_ARI
Cardinals,12/31/21,Jordan Phillips,knee injury (out),Jordan,Phillips,2021,ARI,2021_Phillips_ARI
Cardinals,11/12/21,Chase Edmonds,high ankle sprain (out),Chase,Edmonds,2021,ARI,2021_Edmonds_ARI
Cardinals,11/5/21,J.J. Watt,shoulder injury (out),J.J.,Watt,2021,ARI,2021_Watt_ARI
Cardinals,9/10/21,Dennis Gardeck,"hand, knee injuries (out)",Dennis,Gardeck,2021,ARI,2021_Gardeck_ARI
Cardinals,9/25/20,Christian Kirk ,groin injury (out),Christian,Kirk,2020,ARI,2020_Kirk_ARI
Cardinals,11/5/21,James Wiggins,knee injury (out),James,Wiggins,2021,ARI,2021_Wiggins_ARI
Cardinals,11/18/20,Justin Murray,hand injury (out),Justin,Murray,2020,ARI,2020_Murray_ARI
Cardinals,9/25/20,Mason Cole,hamstring injury (out),Mason,Cole,2020,ARI,2020_Cole_ARI
Cardinals,10/11/19,Charles Washington ,shoulder injury (out),Charles,Washington,2019,ARI,2019_Washington_ARI
Cardinals,11/6/20,Kenyan Drake,ankle injury (out),Kenyan,Drake,2020,ARI,2020_Drake_ARI
Cardinals,10/11/19,Ezekiel Turner ,hamstring injury (out),Ezekiel,Turner,2019,ARI,2019_Turner_ARI
Cardinals,11/6/20,Dre Kirkpatrick,thigh injury (out),Dre,Kirkpatrick,2020,ARI,2020_Kirkpatrick_ARI
Chargers,10/18/19,Nasir Adderley,hamstring injury (out),Nasir,Adderley,2019,LAC,2019_Adderley_LAC
Chargers,9/27/19,Mike Williams ,back injury (out),Mike,Williams,2019,LAC,2019_Williams_LAC
Chargers,10/18/19,Justin Jones ,shoulder injury (out),Justin,Jones,2019,LAC,2019_Jones_LAC
Chargers,9/17/21,Chris Harris Jr.,shoulder injury (out),Chris,Harris,2021,LAC,2021_Harris_LAC
Chargers,11/13/20,Joey Bosa,concussion (out),Joey,Bosa,2020,LAC,2020_Bosa_LAC
Chargers,11/13/20,Justin Jackson ,knee injury (out),Justin,Jackson,2020,LAC,2020_Jackson_LAC
Chargers,9/27/19,Michael Badgley ,right groin injury (out),Michael,Badgley,2019,LAC,2019_Badgley_LAC
Chargers,10/18/19,Brandon Mebane,knee injury (out),Brandon,Mebane,2019,LAC,2019_Mebane_LAC
Chargers,11/27/20,Casey Hayward Jr.,groin injury (out),Casey,Hayward,2020,LAC,2020_Hayward_LAC
Chargers,10/2/20,Trai Turner,groin injury (out),Trai,Turner,2020,LAC,2020_Turner_LAC
Chargers,10/18/19,Justin Jackson ,calf injury (out),Justin,Jackson,2019,LAC,2019_Jackson_LAC
Chargers,11/12/21,Ryan Smith ,knee injury (out),Ryan,Smith,2021,LAC,2021_Smith_LAC
Chargers,11/1/19,Cortez Broughton,illness (out),Cortez,Broughton,2019,LAC,2019_Broughton_LAC
Chargers,9/27/19,Hunter Henry,knee injury (out),Hunter,Henry,2019,LAC,2019_Henry_LAC
Chargers,10/2/20,Bryan Bulaga,back injury (out),Bryan,Bulaga,2020,LAC,2020_Bulaga_LAC
Chargers,12/16/20,Bryan Bulaga,concussion (out),Bryan,Bulaga,2020,LAC,2020_Bulaga_LAC
Chargers,12/24/21,Donald Parham Jr.,concussion (out),Donald,Parham,2021,LAC,2021_Parham_LAC
Chargers,9/24/21,Chris Harris Jr.,shoulder injury (out),Chris,Harris,2021,LAC,2021_Harris_LAC
Chargers,10/4/19,Hunter Henry,knee injury (out),Hunter,Henry,2019,LAC,2019_Henry_LAC
Chargers,12/25/20,Joey Bosa,shin injury (out),Joey,Bosa,2020,LAC,2020_Bosa_LAC
Chargers,9/27/19,Justin Jackson ,calf injury (out),Justin,Jackson,2019,LAC,2019_Jackson_LAC
Chargers,11/26/21,Alohi Gilman,quadriceps injury (out),Alohi,Gilman,2021,LAC,2021_Gilman_LAC
Chargers,11/26/21,Asante Samuel Jr.,concussion (out),Asante,Samuel,2021,LAC,2021_Samuel_LAC
Chargers,9/13/19,Hunter Henry,knee injury (out),Hunter,Henry,2019,LAC,2019_Henry_LAC
Chargers,1/7/22,Joe Gaziano,ankle injury (out),Joe,Gaziano,2021,LAC,2021_Gaziano_LAC
Chargers,10/25/19,Brandon Mebane,knee injury (out),Brandon,Mebane,2019,LAC,2019_Mebane_LAC
Chargers,9/25/20,Justin Jones ,shoulder injury (out),Justin,Jones,2020,LAC,2020_Jones_LAC
Chargers,10/10/20,Bryan Bulaga,back injury (out),Bryan,Bulaga,2020,LAC,2020_Bulaga_LAC
Chargers,11/27/20,Uchenna Nwosu,shoulder injury (out),Uchenna,Nwosu,2020,LAC,2020_Nwosu_LAC
Chargers,11/5/21,Justin Jackson ,quadriceps injury (out),Justin,Jackson,2021,LAC,2021_Jackson_LAC
Chargers,10/25/19,Cortez Broughton,illness (out),Cortez,Broughton,2019,LAC,2019_Broughton_LAC
Chargers,10/2/20,Mike Williams ,hamstring injury (out),Mike,Williams,2020,LAC,2020_Williams_LAC
Chargers,8/23/22,J.C. Jackson,surgery on ankle (out indefinitely),J.C.,Jackson,2022,LAC,2022_Jackson_LAC
Chargers,10/30/20,Trai Turner,groin injury (out),Trai,Turner,2020,LAC,2020_Turner_LAC
Chargers,11/5/21,Asante Samuel Jr.,concussion (out),Asante,Samuel,2021,LAC,2021_Samuel_LAC
Chargers,10/15/21,Drue Tranquill,chest injury (out),Drue,Tranquill,2021,LAC,2021_Tranquill_LAC
Chargers,10/2/21,Justin Jones ,calf injury (out),Justin,Jones,2021,LAC,2021_Jones_LAC
Chargers,9/10/21,Trey Marshall,ankle injury (out),Trey,Marshall,2021,LAC,2021_Marshall_LAC
Chargers,11/16/19,Sam Tevi,knee injury (out),Sam,Tevi,2019,LAC,2019_Tevi_LAC
Chargers,12/16/20,Emeke Egbule,illness (out),Emeke,Egbule,2020,LAC,2020_Egbule_LAC
Chargers,9/11/20,Mike Pouncey,hip injury (out),Mike,Pouncey,2020,LAC,2020_Pouncey_LAC
Chargers,9/27/19,Virgil Green,groin injury (out),Virgil,Green,2019,LAC,2019_Green_LAC
Chargers,9/20/19,Hunter Henry,knee injury (out),Hunter,Henry,2019,LAC,2019_Henry_LAC
Chargers,1/29/23,Justin Herbert,surgery on left shoulder to repair labrum (out indefinitely),Justin,Herbert,2022,LAC,2022_Herbert_LAC
Chargers,12/3/21,Asante Samuel Jr.,concussion (out),Asante,Samuel,2021,LAC,2021_Samuel_LAC
Chargers,10/2/20,Tyrod Taylor,rib injury (out),Tyrod,Taylor,2020,LAC,2020_Taylor_LAC
Chargers,11/5/21,Michael Davis ,hamstring injury (out),Michael,Davis,2021,LAC,2021_Davis_LAC
Chargers,10/10/20,Tyrod Taylor,rib injury (out),Tyrod,Taylor,2020,LAC,2020_Taylor_LAC
Chargers,9/25/20,Tyrod Taylor,rib injury (out),Tyrod,Taylor,2020,LAC,2020_Taylor_LAC
Chargers,10/23/20,Trai Turner,groin injury (out),Trai,Turner,2020,LAC,2020_Turner_LAC
Chargers,9/25/20,Asmar Bilal,calf injury (out),Asmar,Bilal,2020,LAC,2020_Bilal_LAC
Chargers,10/25/19,Justin Jones ,shoulder injury (out),Justin,Jones,2019,LAC,2019_Jones_LAC
Chargers,12/10/21,Alohi Gilman,quadriceps injury (out),Alohi,Gilman,2021,LAC,2021_Gilman_LAC
Chargers,10/10/20,Trai Turner,groin injury (out),Trai,Turner,2020,LAC,2020_Turner_LAC
Chargers,11/6/19,Cortez Broughton,illness (out),Cortez,Broughton,2019,LAC,2019_Broughton_LAC
Chargers,1/1/21,Rayshawn Jenkins,ankle injury (out),Rayshawn,Jenkins,2020,LAC,2020_Jenkins_LAC
Chargers,1/1/21,Joey Bosa,shin injury (out),Joey,Bosa,2020,LAC,2020_Bosa_LAC
Chargers,10/25/19,Nasir Adderley,hamstring injury (out),Nasir,Adderley,2019,LAC,2019_Adderley_LAC
Chargers,12/25/20,Uchenna Nwosu,knee injury (out),Uchenna,Nwosu,2020,LAC,2020_Nwosu_LAC
Chargers,12/3/21,Alohi Gilman,quadriceps injury (out),Alohi,Gilman,2021,LAC,2021_Gilman_LAC
Chargers,12/10/21,Kyler Fackrell,knee injury (out),Kyler,Fackrell,2021,LAC,2021_Fackrell_LAC
Chargers,12/27/19,Russell Okung,groin injury (out),Russell,Okung,2019,LAC,2019_Okung_LAC
Chargers,1/1/21,Bryan Bulaga,foot injury (out),Bryan,Bulaga,2020,LAC,2020_Bulaga_LAC
Chargers,11/6/19,Justin Jones ,shoulder injury (out),Justin,Jones,2019,LAC,2019_Jones_LAC
Chargers,12/10/21,Asante Samuel Jr.,concussion (out),Asante,Samuel,2021,LAC,2021_Samuel_LAC
Chiefs,2/5/21,Eric Fisher,Achilles injury (out),Eric,Fisher,2020,KC,2020_Fisher_KC
Chiefs,10/25/19,Kendall Fuller,thumb injury (out),Kendall,Fuller,2019,KC,2019_Fuller_KC
Chiefs,10/16/19,Andrew Wylie,ankle injury (out),Andrew,Wylie,2019,KC,2019_Wylie_KC
Chiefs,1/22/21,Willie Gay Jr.,ankle injury (out),Willie,Gay,2020,KC,2020_Gay_KC
Chiefs,10/15/21,Charvarius Ward,quadriceps injury (out),Charvarius,Ward,2021,KC,2021_Ward_KC
Chiefs,12/6/19,Rashad Fenton,hamstring injury (out),Rashad,Fenton,2019,KC,2019_Fenton_KC
Chiefs,1/10/20,Morris Claiborne,shoulder injury (out),Morris,Claiborne,2019,KC,2019_Claiborne_KC
Chiefs,11/16/19,Alex Okafor,ankle injury (out),Alex,Okafor,2019,KC,2019_Okafor_KC
Chiefs,11/29/19,Damien Williams,rib injury (out),Damien,Williams,2019,KC,2019_Williams_KC
Chiefs,12/18/20,Darwin Thompson,illness (out),Darwin,Thompson,2020,KC,2020_Thompson_KC
Chiefs,12/4/20,Dorian O'Daniel,ankle injury (out),Dorian,O'Daniel,2020,KC,2020_O'Daniel_KC
Chiefs,9/20/19,Tyreek Hill,shoulder injury (out),Tyreek,Hill,2019,KC,2019_Hill_KC
Chiefs,11/5/21,Mike Remmers,knee injury (out),Mike,Remmers,2021,KC,2021_Remmers_KC
Chiefs,11/20/20,Mitchell Schwartz,back injury (out),Mitchell,Schwartz,2020,KC,2020_Schwartz_KC
Chiefs,11/8/19,Alex Okafor,ankle injury (out),Alex,Okafor,2019,KC,2019_Okafor_KC
Chiefs,9/18/20,Charvarius Ward,hand injury (out),Charvarius,Ward,2020,KC,2020_Ward_KC
Chiefs,10/22/21,Michael Burton,pectoral injury (out),Michael,Burton,2021,KC,2021_Burton_KC
Chiefs,10/15/21,Blake Bell,back injury (out),Blake,Bell,2021,KC,2021_Bell_KC
Chiefs,10/4/19,Tyreek Hill,shoulder injury (out),Tyreek,Hill,2019,KC,2019_Hill_KC
Chiefs,12/6/19,Morris Claiborne,shoulder injury (out),Morris,Claiborne,2019,KC,2019_Claiborne_KC
Chiefs,10/16/19,Sammy Watkins,hamstring injury (out),Sammy,Watkins,2019,KC,2019_Watkins_KC
Chiefs,1/1/21,Tyreek Hill,hamstring injury (out),Tyreek,Hill,2020,KC,2020_Hill_KC
Chiefs,9/20/19,Eric Fisher,groin injury (out),Eric,Fisher,2019,KC,2019_Fisher_KC
Chiefs,9/18/20,Khalen Saunders,elbow injury (out),Khalen,Saunders,2020,KC,2020_Saunders_KC
Chiefs,10/25/19,Patrick Mahomes,knee injury (out),Patrick,Mahomes,2019,KC,2019_Mahomes_KC
Chiefs,11/19/21,Lucas Niang,ribs injury (out),Lucas,Niang,2021,KC,2021_Niang_KC
Chiefs,10/25/19,Frank Clark ,neck injury (out),Frank,Clark,2019,KC,2019_Clark_KC
Chiefs,10/30/20,Sammy Watkins,hamstring injury (out),Sammy,Watkins,2020,KC,2020_Watkins_KC
Chiefs,12/25/20,Damien Wilson,knee injury (out),Damien,Wilson,2020,KC,2020_Wilson_KC
Chiefs,1/6/22,Lucas Niang,knee injury (out),Lucas,Niang,2021,KC,2021_Niang_KC
Chiefs,10/15/21,Chris Jones ,wrist injury (out),Chris,Jones,2021,KC,2021_Jones_KC
Chiefs,11/20/20,Taco Charlton,ankle injury (out),Taco,Charlton,2020,KC,2020_Charlton_KC
Chiefs,10/30/21,Khalen Saunders,knee injury (out),Khalen,Saunders,2021,KC,2021_Saunders_KC
Chiefs,12/18/20,Damien Wilson,knee injury (out),Damien,Wilson,2020,KC,2020_Wilson_KC
Chiefs,11/8/19,Eric Fisher,groin injury (out),Eric,Fisher,2019,KC,2019_Fisher_KC
Chiefs,11/16/19,Blake Bell,ankle injury (out),Blake,Bell,2019,KC,2019_Bell_KC
Chiefs,11/12/21,Lucas Niang,ribs injury (out),Lucas,Niang,2021,KC,2021_Niang_KC
Chiefs,11/1/19,Alex Okafor,ankle injury (out),Alex,Okafor,2019,KC,2019_Okafor_KC
Chiefs,12/13/19,Rashad Fenton,hamstring injury (out),Rashad,Fenton,2019,KC,2019_Fenton_KC
Chiefs,10/23/20,Mitchell Schwartz,back injury (out),Mitchell,Schwartz,2020,KC,2020_Schwartz_KC
Chiefs,10/4/19,Eric Fisher,groin injury (out),Eric,Fisher,2019,KC,2019_Fisher_KC
Chiefs,10/25/19,Andrew Wylie,ankle injury (out),Andrew,Wylie,2019,KC,2019_Wylie_KC
Chiefs,10/16/19,Kendall Fuller,thumb injury (out),Kendall,Fuller,2019,KC,2019_Fuller_KC
Chiefs,11/1/19,Eric Fisher,groin injury (out),Eric,Fisher,2019,KC,2019_Fisher_KC
Chiefs,9/13/19,Tyreek Hill,shoulder injury (out),Tyreek,Hill,2019,KC,2019_Hill_KC
Chiefs,12/11/20,Damien Wilson,knee injury (out),Damien,Wilson,2020,KC,2020_Wilson_KC
Chiefs,10/30/21,Anthony Hitchens,triceps injury (out),Anthony,Hitchens,2021,KC,2021_Hitchens_KC
Chiefs,12/3/21,Rashad Fenton,knee injury (out),Rashad,Fenton,2021,KC,2021_Fenton_KC
Chiefs,10/11/19,Chris Jones ,groin injury (out),Chris,Jones,2019,KC,2019_Jones_KC
Chiefs,10/25/19,Chris Jones ,groin injury (out),Chris,Jones,2019,KC,2019_Jones_KC
Chiefs,10/23/20,Taco Charlton,knee injury (out),Taco,Charlton,2020,KC,2020_Charlton_KC
Chiefs,10/25/19,Eric Fisher,groin injury (out),Eric,Fisher,2019,KC,2019_Fisher_KC
Chiefs,10/23/20,Sammy Watkins,hamstring injury (out),Sammy,Watkins,2020,KC,2020_Watkins_KC
Chiefs,10/1/21,Rashad Fenton,concussion (out),Rashad,Fenton,2021,KC,2021_Fenton_KC
Chiefs,10/4/19,Dorian O'Daniel,hamstring injury (out),Dorian,O'Daniel,2019,KC,2019_O'Daniel_KC
Chiefs,10/22/21,Anthony Hitchens,triceps injury (out),Anthony,Hitchens,2021,KC,2021_Hitchens_KC
Chiefs,1/15/21,Sammy Watkins,calf injury (out),Sammy,Watkins,2020,KC,2020_Watkins_KC
Chiefs,10/16/19,Chris Jones ,groin injury (out),Chris,Jones,2019,KC,2019_Jones_KC
Chiefs,11/1/19,Laurent Duvernay-Tardif,ankle injury (out),Laurent,Duvernay-Tardif,2019,KC,2019_Duvernay-Tardif_KC
Chiefs,9/27/19,Damien Williams,knee injury (out),Damien,Williams,2019,KC,2019_Williams_KC
Chiefs,12/3/21,Lucas Niang,ribs injury (out),Lucas,Niang,2021,KC,2021_Niang_KC
Chiefs,1/15/21,Willie Gay Jr.,ankle injury (out),Willie,Gay,2020,KC,2020_Gay_KC
Chiefs,9/18/20,Alex Okafor,hamstring injury (out),Alex,Okafor,2020,KC,2020_Okafor_KC
Chiefs,1/1/21,Mike Remmers,back injury (out),Mike,Remmers,2020,KC,2020_Remmers_KC
Chiefs,10/16/19,Eric Fisher,groin injury (out),Eric,Fisher,2019,KC,2019_Fisher_KC
Chiefs,12/20/19,Andrew Wylie,illness (out),Andrew,Wylie,2019,KC,2019_Wylie_KC
Chiefs,11/12/21,Mike Remmers,knee injury (out),Mike,Remmers,2021,KC,2021_Remmers_KC
Chiefs,10/9/20,Michael Danna ,hamstring injury (out),Michael,Danna,2020,KC,2020_Danna_KC
Chiefs,2/5/21,Willie Gay Jr.,knee injury (out),Willie,Gay,2020,KC,2020_Gay_KC
