Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Texans,2020-10-17,Jordan Akins,ankle injury (out),Jordan,Akins,2020,HOU,2020_Akins_HOU
Texans,2020-11-25,Cullen Gillaspia,back injury (out),Cullen,Gillaspia,2020,HOU,2020_Gillaspia_HOU
Texans,2019-09-27,Seantrel Henderson,illness (out),Seantrel,Henderson,2019,HOU,2019_Henderson_HOU
Texans,2019-12-06,Taiwan Jones ,hamstring injury (out),Taiwan,Jones,2019,HOU,2019_Jones_HOU
Texans,2019-10-11,Greg Mancz,concussion (out),Greg,Mancz,2019,HOU,2019_Mancz_HOU
Texans,2021-12-03,Justin McCray,concussion (out),Justin,McCray,2021,HOU,2021_McCray_HOU
Texans,2020-11-13,David Johnson ,concussion (out),David,Johnson,2020,HOU,2020_Johnson_HOU
Texans,2019-12-19,Jacob Martin ,knee injury (out),Jacob,Martin,2019,HOU,2019_Martin_HOU
Texans,2020-11-20,Michael Thomas ,shoulder injury (out),Michael,Thomas,2020,HOU,2020_Thomas_HOU
Texans,2021-01-01,Brent Qvale,concussion (out),Brent,Qvale,2020,HOU,2020_Qvale_HOU
Texans,2021-10-01,Danny Amendola,thigh injury (out),Danny,Amendola,2021,HOU,2021_Amendola_HOU
Texans,2021-11-19,Hardy Nickerson Jr. ,concussion (out),Hardy,Nickerson,2021,HOU,2021_Nickerson_HOU
Texans,2019-12-27,Will Fuller V,groin injury (out),Will,Fuller,2019,HOU,2019_Fuller_HOU
Texans,2019-10-25,Tytus Howard,knee injury (out),Tytus,Howard,2019,HOU,2019_Howard_HOU
Texans,2019-10-18,Greg Mancz,concussion (out),Greg,Mancz,2019,HOU,2019_Mancz_HOU
Texans,2019-11-20,Lonnie Johnson Jr.,ankle injury (out),Lonnie,Johnson,2019,HOU,2019_Johnson_HOU
Texans,2021-11-05,Christian Kirksey,thumb injury (out),Christian,Kirksey,2021,HOU,2021_Kirksey_HOU
Texans,2020-11-06,Kyle Emanuel,concussion (out),Kyle,Emanuel,2020,HOU,2020_Emanuel_HOU
Texans,2019-12-19,Benardrick McKinney,concussion (out),Benardrick,McKinney,2019,HOU,2019_McKinney_HOU
Texans,2020-12-04,Cullen Gillaspia,back injury (out),Cullen,Gillaspia,2020,HOU,2020_Gillaspia_HOU
Texans,2020-12-25,Duke Johnson,neck injury (out),Duke,Johnson,2020,HOU,2020_Johnson_HOU
Texans,2021-12-17,Justin Reid,"concussion, illness (out)",Justin,Reid,2021,HOU,2021_Reid_HOU
Titans,2019-10-18,Sharif Finch,shoulder injury (out),Sharif,Finch,2019,TEN,2019_Finch_TEN
Titans,2021-10-29,Julio Jones,hamstring injury (out),Julio,Jones,2021,TEN,2021_Jones_TEN
Titans,2021-10-08,Julio Jones,hamstring injury (out),Julio,Jones,2021,TEN,2021_Jones_TEN
Titans,2020-10-30,Kristian Fulton,knee injury (out),Kristian,Fulton,2020,TEN,2020_Fulton_TEN
Titans,2020-09-12,Jamil Douglas,hand injury (out),Jamil,Douglas,2020,TEN,2020_Douglas_TEN
Titans,2021-12-10,Tommy Hudson,ankle injury (out),Tommy,Hudson,2021,TEN,2021_Hudson_TEN
Titans,2021-10-22,Chester Rogers,groin injury (out),Chester,Rogers,2021,TEN,2021_Rogers_TEN
Titans,2020-09-18,Darrynton Evans,hamstring injury (out),Darrynton,Evans,2020,TEN,2020_Evans_TEN
Titans,2021-12-10,Janoris Jenkins,ankle injury (out),Janoris,Jenkins,2021,TEN,2021_Jenkins_TEN
Titans,2021-11-26,Teair Tart,ankle injury (out),Teair,Tart,2021,TEN,2021_Tart_TEN
Titans,2020-11-11,Adam Humphries,concussion (out),Adam,Humphries,2020,TEN,2020_Humphries_TEN
Titans,2021-12-10,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,2021-10-22,Taylor Lewan,concussion (out),Taylor,Lewan,2021,TEN,2021_Lewan_TEN
Titans,2020-11-20,Rodger Saffold,ankle injury (out),Rodger,Saffold,2020,TEN,2020_Saffold_TEN
Titans,2021-12-17,Teair Tart,ankle injury (out),Teair,Tart,2021,TEN,2021_Tart_TEN
Titans,2021-10-29,Khari Blasingame,knee injury (out),Khari,Blasingame,2021,TEN,2021_Blasingame_TEN
Titans,2019-12-06,Daren Bates,shoulder injury (out),Daren,Bates,2019,TEN,2019_Bates_TEN
Titans,2020-11-27,MyCole Pruitt,knee injury (out),MyCole,Pruitt,2020,TEN,2020_Pruitt_TEN
Titans,2021-12-17,Janoris Jenkins,ankle injury (out),Janoris,Jenkins,2021,TEN,2021_Jenkins_TEN
Titans,2019-12-06,Leshaun Sims,ankle injury (out),Leshaun,Sims,2019,TEN,2019_Sims_TEN
Titans,2019-11-08,Jurrell Casey,shoulder injury (out),Jurrell,Casey,2019,TEN,2019_Casey_TEN
Titans,2020-11-27,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,2020-09-12,Vic Beasley Jr.,knee injury (out),Vic,Beasley,2020,TEN,2020_Beasley_TEN
Titans,2020-11-11,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,2020-09-18,A.J. Brown,knee injury (out),A.J.,Brown,2020,TEN,2020_Brown_TEN
Titans,2021-10-22,Monty Rice,groin injury (out),Monty,Rice,2021,TEN,2021_Rice_TEN
Titans,2021-12-10,Teair Tart,ankle injury (out),Teair,Tart,2021,TEN,2021_Tart_TEN
Titans,2021-10-16,Kristian Fulton,hamstring injury (out),Kristian,Fulton,2021,TEN,2021_Fulton_TEN
Titans,2021-12-17,Larrell Murchison,knee injury (out),Larrell,Murchison,2021,TEN,2021_Murchison_TEN
Titans,2020-11-20,Jadeveon Clowney,knee injury (out),Jadeveon,Clowney,2020,TEN,2020_Clowney_TEN
Titans,2019-10-04,Kevin Pamphile,knee injury (out),Kevin,Pamphile,2019,TEN,2019_Pamphile_TEN
Titans,2020-12-11,Breon Borders,hip injury (out),Breon,Borders,2020,TEN,2020_Borders_TEN
Titans,2021-11-02,Derrick Henry,surgery on right foot (out indefinitely),Derrick,Henry,2021,TEN,2021_Henry_TEN
Titans,2021-10-01,Julio Jones,hamstring injury (out),Julio,Jones,2021,TEN,2021_Jones_TEN
Titans,2021-10-01,Bud Dupree,knee injury (out),Bud,Dupree,2021,TEN,2021_Dupree_TEN
Titans,2020-11-20,MyCole Pruitt,knee injury (out),MyCole,Pruitt,2020,TEN,2020_Pruitt_TEN
Titans,2020-10-30,Dane Cruikshank,groin injury (out),Dane,Cruikshank,2020,TEN,2020_Cruikshank_TEN
Titans,2021-12-22,Taylor Lewan,back injury (out),Taylor,Lewan,2021,TEN,2021_Lewan_TEN
Titans,2019-11-08,Jayon Brown,groin injury (out),Jayon,Brown,2019,TEN,2019_Brown_TEN
Titans,2021-01-01,Derick Roberson,hamstring injury (out),Derick,Roberson,2020,TEN,2020_Roberson_TEN
Titans,2021-11-26,Rashaan Evans,ankle injury (out),Rashaan,Evans,2021,TEN,2021_Evans_TEN
Titans,2019-12-27,Adoree' Jackson,foot injury (out),Adoree',Jackson,2019,TEN,2019_Jackson_TEN
Titans,2019-12-27,Kalif Raymond,concussion (out),Kalif,Raymond,2019,TEN,2019_Raymond_TEN
Titans,2021-11-19,Geoff Swaim,concussion (out),Geoff,Swaim,2021,TEN,2021_Swaim_TEN
Titans,2021-10-01,Caleb Farley,shoulder injury (out),Caleb,Farley,2021,TEN,2021_Farley_TEN
Titans,2021-10-16,Monty Rice,groin injury (out),Monty,Rice,2021,TEN,2021_Rice_TEN
Titans,2021-11-05,Rashaan Evans,ankle injury (out),Rashaan,Evans,2021,TEN,2021_Evans_TEN
Titans,2021-11-19,Jeremy McNichols,concussion (out),Jeremy,McNichols,2021,TEN,2021_McNichols_TEN
Titans,2019-12-27,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,2021-11-19,Bud Dupree,abdominal injury (out),Bud,Dupree,2021,TEN,2021_Dupree_TEN
Titans,2019-09-13,Kevin Pamphile,knee injury (out),Kevin,Pamphile,2019,TEN,2019_Pamphile_TEN
Titans,2021-11-26,Nate Davis ,concussion (out),Nate,Davis,2021,TEN,2021_Davis_TEN
Titans,2020-12-04,Jonnu Smith,knee injury (out),Jonnu,Smith,2020,TEN,2020_Smith_TEN
Titans,2021-12-22,Larrell Murchison,knee injury (out),Larrell,Murchison,2021,TEN,2021_Murchison_TEN
Titans,2019-10-18,Chris Milton,calf injury (out),Chris,Milton,2019,TEN,2019_Milton_TEN
Titans,2019-12-20,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,2020-09-25,Derick Roberson,illness (out),Derick,Roberson,2020,TEN,2020_Roberson_TEN
Titans,2021-10-08,Brett Kern,right groin injury (out),Brett,Kern,2021,TEN,2021_Kern_TEN
Titans,2021-12-17,Tory Carter,ankle injury (out),Tory,Carter,2021,TEN,2021_Carter_TEN
Titans,2021-11-19,Rashaan Evans,ankle injury (out),Rashaan,Evans,2021,TEN,2021_Evans_TEN
Titans,2021-11-05,Nate Davis ,concussion (out),Nate,Davis,2021,TEN,2021_Davis_TEN
Titans,2019-10-11,Sharif Finch,shoulder injury (out),Sharif,Finch,2019,TEN,2019_Finch_TEN
Titans,2019-10-25,Chris Milton,calf injury (out),Chris,Milton,2019,TEN,2019_Milton_TEN
Titans,2021-11-19,Nate Davis ,concussion (out),Nate,Davis,2021,TEN,2021_Davis_TEN
Titans,2019-11-08,Delanie Walker,ankle injury (out),Delanie,Walker,2019,TEN,2019_Walker_TEN
Titans,2021-11-26,Jeremy McNichols,concussion (out),Jeremy,McNichols,2021,TEN,2021_McNichols_TEN
Titans,2021-09-10,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,2019-12-06,Adoree' Jackson,foot injury (out),Adoree',Jackson,2019,TEN,2019_Jackson_TEN
Titans,2020-12-11,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,2021-12-22,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,2021-11-12,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,2019-11-29,Leshaun Sims,ankle injury (out),Leshaun,Sims,2019,TEN,2019_Sims_TEN
Titans,2021-11-12,Dane Cruikshank,knee injury (out),Dane,Cruikshank,2021,TEN,2021_Cruikshank_TEN
Titans,2021-09-24,Caleb Farley,shoulder injury (out),Caleb,Farley,2021,TEN,2021_Farley_TEN
Titans,2019-10-25,Delanie Walker,ankle injury (out),Delanie,Walker,2019,TEN,2019_Walker_TEN
Titans,2020-09-25,Chris Jackson ,hamstring injury (out),Chris,Jackson,2020,TEN,2020_Jackson_TEN
Titans,2019-09-13,Reggie Gilbert,knee injury (out),Reggie,Gilbert,2019,TEN,2019_Gilbert_TEN
Titans,2020-09-12,Derick Roberson,knee injury (out),Derick,Roberson,2020,TEN,2020_Roberson_TEN
Titans,2020-12-04,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,2019-12-20,Adoree' Jackson,foot injury (out),Adoree',Jackson,2019,TEN,2019_Jackson_TEN
Titans,2021-12-17,Rodger Saffold,shoulder injury (out),Rodger,Saffold,2021,TEN,2021_Saffold_TEN
Titans,2020-11-20,Larrell Murchison,rib injury (out),Larrell,Murchison,2020,TEN,2020_Murchison_TEN
Titans,2019-10-25,Sharif Finch,shoulder injury (out),Sharif,Finch,2019,TEN,2019_Finch_TEN
Titans,2020-11-27,Adam Humphries,concussion (out),Adam,Humphries,2020,TEN,2020_Humphries_TEN
Titans,2020-11-20,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,2019-09-18,David Fluellen,hamstring injury (out),David,Fluellen,2019,TEN,2019_Fluellen_TEN
Titans,2019-10-11,Cameron Wake,hamstring injury (out),Cameron,Wake,2019,TEN,2019_Wake_TEN
Titans,2021-09-24,Anthony Firkser,knee injury (out),Anthony,Firkser,2021,TEN,2021_Firkser_TEN
Titans,2021-11-26,A.J. Brown,chest injury (out),A.J.,Brown,2021,TEN,2021_Brown_TEN
Titans,2019-11-01,Ben Jones ,concussion (out),Ben,Jones,2019,TEN,2019_Jones_TEN
Titans,2020-11-11,MyCole Pruitt,knee injury (out),MyCole,Pruitt,2020,TEN,2020_Pruitt_TEN
Titans,2020-09-12,Adoree' Jackson,knee injury (out),Adoree',Jackson,2020,TEN,2020_Jackson_TEN
Titans,2021-12-11,Zach Cunningham,non-injury related (out),Zach,Cunningham,2021,TEN,2021_Cunningham_TEN
Titans,2019-12-13,Daren Bates,shoulder injury (out),Daren,Bates,2019,TEN,2019_Bates_TEN
Titans,2019-12-06,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,2020-12-04,Isaiah Wilson,illness (out),Isaiah,Wilson,2020,TEN,2020_Wilson_TEN
Titans,2022-01-07,Naquan Jones,knee injury (out),Naquan,Jones,2021,TEN,2021_Jones_TEN
Titans,2020-11-06,Adam Humphries,concussion (out),Adam,Humphries,2020,TEN,2020_Humphries_TEN
Titans,2019-10-25,Adoree' Jackson,foot injury (out),Adoree',Jackson,2019,TEN,2019_Jackson_TEN
Titans,2020-01-09,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,2021-12-17,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,2021-09-17,Caleb Farley,shoulder injury (out),Caleb,Farley,2021,TEN,2021_Farley_TEN
Titans,2019-11-01,Delanie Walker,ankle injury (out),Delanie,Walker,2019,TEN,2019_Walker_TEN
Titans,2022-01-07,Teair Tart,ankle injury (out),Teair,Tart,2021,TEN,2021_Tart_TEN
Titans,2021-11-12,Greg Mabin,ankle injury (out),Greg,Mabin,2021,TEN,2021_Mabin_TEN
Titans,2021-11-19,Greg Mabin,ankle injury (out),Greg,Mabin,2021,TEN,2021_Mabin_TEN
Titans,2021-10-01,A.J. Brown,hamstring injury (out),A.J.,Brown,2021,TEN,2021_Brown_TEN
Titans,2019-09-27,Kevin Pamphile,knee injury (out),Kevin,Pamphile,2019,TEN,2019_Pamphile_TEN
Titans,2020-11-20,Adam Humphries,concussion (out),Adam,Humphries,2020,TEN,2020_Humphries_TEN
Titans,2021-11-26,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,2021-11-05,Khari Blasingame,knee injury (out),Khari,Blasingame,2021,TEN,2021_Blasingame_TEN
Titans,2021-11-05,Greg Mabin,ankle injury (out),Greg,Mabin,2021,TEN,2021_Mabin_TEN
Titans,2020-01-02,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,2019-09-18,Chris Milton,collarbone injury (out),Chris,Milton,2019,TEN,2019_Milton_TEN
Titans,2020-12-25,Derick Roberson,hamstring injury (out),Derick,Roberson,2020,TEN,2020_Roberson_TEN
Titans,2020-11-06,Brett Kern,wrist injury (out),Brett,Kern,2020,TEN,2020_Kern_TEN
Titans,2021-11-19,David Long Jr. ,hamstring injury (out),David,Long,2021,TEN,2021_Long_TEN
Titans,2020-09-25,A.J. Brown,knee injury (out),A.J.,Brown,2020,TEN,2020_Brown_TEN
Titans,2021-09-24,Derick Roberson,knee injury (out),Derick,Roberson,2021,TEN,2021_Roberson_TEN
Titans,2019-12-13,Adam Humphries,ankle injury (out),Adam,Humphries,2019,TEN,2019_Humphries_TEN
Titans,2021-10-01,Brett Kern,right groin injury (out),Brett,Kern,2021,TEN,2021_Kern_TEN
Titans,2019-09-18,Kevin Pamphile,knee injury (out),Kevin,Pamphile,2019,TEN,2019_Pamphile_TEN
Titans,2019-11-01,Jurrell Casey,shoulder injury (out),Jurrell,Casey,2019,TEN,2019_Casey_TEN
Titans,2019-12-13,Adoree' Jackson,foot injury (out),Adoree',Jackson,2019,TEN,2019_Jackson_TEN
Titans,2020-01-09,Jayon Brown,shoulder injury (out),Jayon,Brown,2019,TEN,2019_Brown_TEN
Vikings,2021-10-01,Ihmir Smith-Marsette,toe injury (out),Ihmir,Smith-Marsette,2021,MIN,2021_Smith-Marsette_MIN
Vikings,2019-11-30,Ben Gedeon,concussion (out),Ben,Gedeon,2019,MIN,2019_Gedeon_MIN
Vikings,2021-10-29,Michael Pierce,elbow injury (out),Michael,Pierce,2021,MIN,2021_Pierce_MIN
Vikings,2019-12-21,Dalvin Cook,chest injury (out),Dalvin,Cook,2019,MIN,2019_Cook_MIN
Vikings,2020-10-16,Dru Samia,wrist injury (out),Dru,Samia,2020,MIN,2020_Samia_MIN
Vikings,2021-01-01,Jalyn Holmes,groin injury (out),Jalyn,Holmes,2020,MIN,2020_Holmes_MIN
Vikings,2019-10-18,Ben Gedeon,concussion (out),Ben,Gedeon,2019,MIN,2019_Gedeon_MIN
Vikings,2021-09-25,Harrison Hand,hamstring injury (out),Harrison,Hand,2021,MIN,2021_Hand_MIN
Vikings,2020-10-16,Dalvin Cook,groin injury (out),Dalvin,Cook,2020,MIN,2020_Cook_MIN
Vikings,2019-12-27,Eric Kendricks,quadriceps injury (out),Eric,Kendricks,2019,MIN,2019_Kendricks_MIN
Vikings,2020-12-24,Kyle Rudolph,foot injury (out),Kyle,Rudolph,2020,MIN,2020_Rudolph_MIN
Vikings,2020-10-16,K.J. Osborn,hamstring injury (out),K.J.,Osborn,2020,MIN,2020_Osborn_MIN
Vikings,2019-10-11,Josh Kline,foot injury (out),Josh,Kline,2019,MIN,2019_Kline_MIN
Vikings,2020-12-24,Troy Dye,concussion (out),Troy,Dye,2020,MIN,2020_Dye_MIN
Vikings,2020-09-18,Cameron Dantzler,rib injury (out),Cameron,Dantzler,2020,MIN,2020_Dantzler_MIN
Vikings,2019-10-04,Mackensie Alexander,elbow injury (out),Mackensie,Alexander,2019,MIN,2019_Alexander_MIN
Vikings,2019-10-04,Kentrell Brothers,hamstring injury (out),Kentrell,Brothers,2019,MIN,2019_Brothers_MIN
Vikings,2019-11-15,Anthony Harris ,groin injury (out),Anthony,Harris,2019,MIN,2019_Harris_MIN
Vikings,2020-09-25,Mike Hughes ,neck injury (out),Mike,Hughes,2020,MIN,2020_Hughes_MIN
Vikings,2021-11-05,Michael Pierce,elbow injury (out),Michael,Pierce,2021,MIN,2021_Pierce_MIN
Vikings,2020-10-16,Kris Boyd,hamstring injury (out),Kris,Boyd,2020,MIN,2020_Boyd_MIN
Vikings,2019-11-15,Linval Joseph,knee injury (out),Linval,Joseph,2019,MIN,2019_Joseph_MIN
Vikings,2020-12-24,Eric Kendricks,calf injury (out),Eric,Kendricks,2020,MIN,2020_Kendricks_MIN
Vikings,2021-10-15,Michael Pierce,elbow injury (out),Michael,Pierce,2021,MIN,2021_Pierce_MIN
Vikings,2019-11-08,Linval Joseph,knee injury (out),Linval,Joseph,2019,MIN,2019_Joseph_MIN
Vikings,2020-11-20,Ezra Cleveland,ankle injury (out),Ezra,Cleveland,2020,MIN,2020_Cleveland_MIN
Vikings,2020-11-06,Holton Hill,foot injury (out),Holton,Hill,2020,MIN,2020_Hill_MIN
Vikings,2020-10-02,Mike Hughes ,neck injury (out),Mike,Hughes,2020,MIN,2020_Hughes_MIN
Vikings,2021-09-24,Christian Darrisaw,groin injury (out),Christian,Darrisaw,2021,MIN,2021_Darrisaw_MIN
Vikings,2020-10-30,Holton Hill,foot injury (out),Holton,Hill,2020,MIN,2020_Hill_MIN
Vikings,2021-12-03,Christian Darrisaw,ankle injury (out),Christian,Darrisaw,2021,MIN,2021_Darrisaw_MIN
Vikings,2021-01-01,Ifeadi Odenigbo,chest injury (out),Ifeadi,Odenigbo,2020,MIN,2020_Odenigbo_MIN
Vikings,2019-12-20,Christian Jones ,shoulder injury (out),Christian,Jones,2019,MIN,2019_Jones_MIN
Vikings,2019-09-13,Mackensie Alexander,elbow injury (out),Mackensie,Alexander,2019,MIN,2019_Alexander_MIN
Vikings,2022-08-02,Irv Smith Jr.,surgery on thumb (out indefinitely),Irv,Smith,2022,MIN,2022_Smith_MIN
Vikings,2019-11-15,Adam Thielen,hamstring injury (out),Adam,Thielen,2019,MIN,2019_Thielen_MIN
Vikings,2020-01-09,Mackensie Alexander,knee injury (out),Mackensie,Alexander,2019,MIN,2019_Alexander_MIN
Vikings,2020-12-24,Alexander Mattison,concussion (out),Alexander,Mattison,2020,MIN,2020_Mattison_MIN
Vikings,2021-12-03,Dalvin Cook,shoulder injury (out),Dalvin,Cook,2021,MIN,2021_Cook_MIN
Vikings,2020-12-04,Irv Smith Jr.,back injury (out),Irv,Smith,2020,MIN,2020_Smith_MIN
Vikings,2021-12-08,Christian Darrisaw,ankle injury (out),Christian,Darrisaw,2021,MIN,2021_Darrisaw_MIN
Vikings,2021-10-08,Ihmir Smith-Marsette,toe injury (out),Ihmir,Smith-Marsette,2021,MIN,2021_Smith-Marsette_MIN
Vikings,2020-09-25,Cameron Dantzler,rib injury (out),Cameron,Dantzler,2020,MIN,2020_Dantzler_MIN
Vikings,2021-11-19,Wyatt Davis,ankle injury (out),Wyatt,Davis,2021,MIN,2021_Davis_MIN
Vikings,2021-09-10,Anthony Barr,knee injury (out),Anthony,Barr,2021,MIN,2021_Barr_MIN
Vikings,2022-08-01,Irv Smith Jr.,thumb injury (out),Irv,Smith,2022,MIN,2022_Smith_MIN
Vikings,2020-01-03,Mackensie Alexander,knee injury (out),Mackensie,Alexander,2019,MIN,2019_Alexander_MIN
Vikings,2021-09-17,Everson Griffen,concussion (out),Everson,Griffen,2021,MIN,2021_Griffen_MIN
Vikings,2019-09-27,Kentrell Brothers,wrist injury (out),Kentrell,Brothers,2019,MIN,2019_Brothers_MIN
Vikings,2020-12-24,Jalyn Holmes,groin injury (out),Jalyn,Holmes,2020,MIN,2020_Holmes_MIN
Vikings,2019-11-15,Josh Kline,concussion (out),Josh,Kline,2019,MIN,2019_Kline_MIN
Vikings,2021-12-03,Camryn Bynum,ankle injury (out),Camryn,Bynum,2021,MIN,2021_Bynum_MIN
Vikings,2019-09-20,Mackensie Alexander,elbow injury (out),Mackensie,Alexander,2019,MIN,2019_Alexander_MIN
Vikings,2020-12-04,D.J. Wonnum,ankle injury (out),D.J.,Wonnum,2020,MIN,2020_Wonnum_MIN
Vikings,2020-11-14,Irv Smith Jr.,groin injury (out),Irv,Smith,2020,MIN,2020_Smith_MIN
Vikings,2020-10-09,K.J. Osborn,hamstring injury (out),K.J.,Osborn,2020,MIN,2020_Osborn_MIN
Vikings,2021-09-24,Anthony Barr,knee injury (out),Anthony,Barr,2021,MIN,2021_Barr_MIN
Vikings,2021-09-17,Anthony Barr,knee injury (out),Anthony,Barr,2021,MIN,2021_Barr_MIN
Vikings,2019-11-08,Andrew Sendejo,groin injury (out),Andrew,Sendejo,2019,MIN,2019_Sendejo_MIN
Vikings,2021-01-01,Eric Kendricks,calf injury (out),Eric,Kendricks,2020,MIN,2020_Kendricks_MIN
Vikings,2021-09-17,Harrison Hand,hamstring injury (out),Harrison,Hand,2021,MIN,2021_Hand_MIN
Vikings,2020-11-27,Ezra Cleveland,ankle injury (out),Ezra,Cleveland,2020,MIN,2020_Cleveland_MIN
Vikings,2021-09-10,Christian Darrisaw,groin injury (out),Christian,Darrisaw,2021,MIN,2021_Darrisaw_MIN
Vikings,2019-11-08,Adam Thielen,hamstring injury (out),Adam,Thielen,2019,MIN,2019_Thielen_MIN
Vikings,2019-10-23,Adam Thielen,hamstring injury (out),Adam,Thielen,2019,MIN,2019_Thielen_MIN
Vikings,2019-10-11,Ben Gedeon,concussion (out),Ben,Gedeon,2019,MIN,2019_Gedeon_MIN
Vikings,2019-09-27,Josh Kline,concussion (out),Josh,Kline,2019,MIN,2019_Kline_MIN
Vikings,2019-12-27,Dalvin Cook,shoulder injury (out),Dalvin,Cook,2019,MIN,2019_Cook_MIN
Vikings,2020-12-18,Kyle Rudolph,foot injury (out),Kyle,Rudolph,2020,MIN,2020_Rudolph_MIN
Vikings,2021-01-01,Chris Jones ,groin injury (out),Chris,Jones,2020,MIN,2020_Jones_MIN
Vikings,2021-09-17,Christian Darrisaw,groin injury (out),Christian,Darrisaw,2021,MIN,2021_Darrisaw_MIN
Vikings,2020-12-11,Eric Kendricks,calf injury (out),Eric,Kendricks,2020,MIN,2020_Kendricks_MIN
Vikings,2021-12-08,Adam Thielen,ankle injury (out),Adam,Thielen,2021,MIN,2021_Thielen_MIN
Vikings,2020-12-11,Alexander Mattison,illness (out),Alexander,Mattison,2020,MIN,2020_Mattison_MIN
Vikings,2020-11-06,Cameron Dantzler,concussion (out),Cameron,Dantzler,2020,MIN,2020_Dantzler_MIN
Vikings,2021-10-15,Ben Ellefson,knee injury (out),Ben,Ellefson,2021,MIN,2021_Ellefson_MIN
Vikings,2019-12-13,Alexander Mattison,ankle injury (out),Alexander,Mattison,2019,MIN,2019_Mattison_MIN
Vikings,2019-12-13,Jayron Kearse,toe injury (out),Jayron,Kearse,2019,MIN,2019_Kearse_MIN
Vikings,2021-11-12,Anthony Barr,knee injury (out),Anthony,Barr,2021,MIN,2021_Barr_MIN
Vikings,2020-12-18,Eric Kendricks,calf injury (out),Eric,Kendricks,2020,MIN,2020_Kendricks_MIN
Vikings,2021-11-12,Michael Pierce,elbow injury (out),Michael,Pierce,2021,MIN,2021_Pierce_MIN
Vikings,2021-01-01,Cameron Dantzler,hamstring injury (out),Cameron,Dantzler,2020,MIN,2020_Dantzler_MIN
Vikings,2021-10-08,Michael Pierce,elbow injury (out),Michael,Pierce,2021,MIN,2021_Pierce_MIN
Washington,2021-12-03,Landon Collins,foot injury (out),Landon,Collins,2021,WAS,2021_Collins_WAS
Washington,2020-11-13,Jared Norris,hamstring injury (out),Jared,Norris,2020,WAS,2020_Norris_WAS
Washington,2021-12-03,Wes Schweitzer,ankle injury (out),Wes,Schweitzer,2021,WAS,2021_Schweitzer_WAS
Washington,2021-12-03,J.D. McKissic,concussion (out),J.D.,McKissic,2021,WAS,2021_McKissic_WAS
Washington,2021-10-22,Cam Sims,hamstring injury (out),Cam,Sims,2021,WAS,2021_Sims_WAS
Washington,2020-11-25,Jared Norris,hamstring injury (out),Jared,Norris,2020,WAS,2020_Norris_WAS
Washington,2020-09-11,Thomas Davis,calf injury (out),Thomas,Davis,2020,WAS,2020_Davis_WAS
Washington,2021-10-29,Samuel Cosmi ,ankle injury (out),Samuel,Cosmi,2021,WAS,2021_Cosmi_WAS
Washington,2022-01-07,Saahdiq Charles,knee injury (out),Saahdiq,Charles,2021,WAS,2021_Charles_WAS
Washington,2021-10-01,Benjamin St-Juste,concussion (out),Benjamin,St-Juste,2021,WAS,2021_St-Juste_WAS
Washington,2020-09-25,Cole Holcomb,knee injury (out),Cole,Holcomb,2020,WAS,2020_Holcomb_WAS
Washington,2021-10-22,Brandon Scherff,knee injury (out),Brandon,Scherff,2021,WAS,2021_Scherff_WAS
Washington,2020-11-20,Cornelius Lucas,ankle injury (out),Cornelius,Lucas,2020,WAS,2020_Lucas_WAS
Washington,2021-12-10,Wes Schweitzer,ankle injury (out),Wes,Schweitzer,2021,WAS,2021_Schweitzer_WAS
