Team,Date,Relinquished,Notes,first_name,last_name,season,team_abbreviation,player_id
Giants,2019-12-07,Corey Ballentine,concussion (out),Corey,Ballentine,2019,NYG,2019_Ballentine_NYG
Giants,2021-10-30,Kenny Golladay,knee injury (out),Kenny,Golladay,2021,NYG,2021_Golladay_NYG
Giants,2021-11-05,Saquon Barkley,"ankle injury, COVID-19 protocol (out)",Saquon,Barkley,2021,NYG,2021_Barkley_NYG
Giants,2021-11-05,Nate Ebner,ankle injury (out),Nate,Ebner,2021,NYG,2021_Ebner_NYG
Giants,2019-10-25,Corey Ballentine,concussion (out),Corey,Ballentine,2019,NYG,2019_Ballentine_NYG
Giants,2021-11-05,Lorenzo Carter,ankle injury (out),Lorenzo,Carter,2021,NYG,2021_Carter_NYG
Giants,2021-10-30,Carter Coughlin,ankle injury (out),Carter,Coughlin,2021,NYG,2021_Coughlin_NYG
Giants,2020-09-18,Adrian Colbert,quadriceps injury (out),Adrian,Colbert,2020,NYG,2020_Colbert_NYG
Giants,2021-10-30,Lorenzo Carter,ankle injury (out),Lorenzo,Carter,2021,NYG,2021_Carter_NYG
Giants,2020-10-31,Adrian Colbert,shoulder injury (out),Adrian,Colbert,2020,NYG,2020_Colbert_NYG
Giants,2021-12-03,Adoree' Jackson,quadriceps injury (out),Adoree',Jackson,2021,NYG,2021_Jackson_NYG
Giants,2021-12-24,Gary Brightwell,neck injury (out),Gary,Brightwell,2021,NYG,2021_Brightwell_NYG
Giants,2021-10-22,Kenny Golladay,knee injury (out),Kenny,Golladay,2021,NYG,2021_Golladay_NYG
Giants,2019-10-09,Wayne Gallman Jr.,concussion (out),Wayne,Gallman,2019,NYG,2019_Gallman_NYG
Giants,2019-11-08,Evan Engram,foot injury (out),Evan,Engram,2019,NYG,2019_Engram_NYG
Giants,2019-10-25,Sterling Shepard,concussion (out),Sterling,Shepard,2019,NYG,2019_Shepard_NYG
Giants,2019-10-04,Saquon Barkley,high ankle sprain (out),Saquon,Barkley,2019,NYG,2019_Barkley_NYG
Giants,2021-11-05,Sterling Shepard,quadriceps injury (out),Sterling,Shepard,2021,NYG,2021_Shepard_NYG
Giants,2021-10-08,Jabrill Peppers,hamstring injury (out),Jabrill,Peppers,2021,NYG,2021_Peppers_NYG
Giants,2019-10-25,Darius Slayton,hamstring injury (out),Darius,Slayton,2019,NYG,2019_Slayton_NYG
Giants,2021-10-15,Saquon Barkley,ankle injury (out),Saquon,Barkley,2021,NYG,2021_Barkley_NYG
Giants,2019-11-08,Sterling Shepard,concussion (out),Sterling,Shepard,2019,NYG,2019_Shepard_NYG
Giants,2021-10-30,Saquon Barkley,ankle injury (out),Saquon,Barkley,2021,NYG,2021_Barkley_NYG
Giants,2021-10-08,Darius Slayton,hamstring injury (out),Darius,Slayton,2021,NYG,2021_Slayton_NYG
Giants,2021-01-01,Elijhaa Penny ,illness (out),Elijhaa,Penny,2020,NYG,2020_Penny_NYG
Giants,2019-09-13,Garrett Dickerson,quadriceps injury (out),Garrett,Dickerson,2019,NYG,2019_Dickerson_NYG
Giants,2021-11-26,Kaden Smith,knee injury (out),Kaden,Smith,2021,NYG,2021_Smith_NYG
Giants,2021-10-15,Kenny Golladay,knee injury (out),Kenny,Golladay,2021,NYG,2021_Golladay_NYG
Giants,2021-12-31,Collin Johnson,hamstring injury (out),Collin,Johnson,2021,NYG,2021_Johnson_NYG
Giants,2021-11-20,Sterling Shepard,quadriceps injury (out),Sterling,Shepard,2021,NYG,2021_Shepard_NYG
Giants,2019-11-29,Zak DeOssie,knee injury (out),Zak,DeOssie,2019,NYG,2019_DeOssie_NYG
Giants,2019-11-29,Rhett Ellison,concussion (out),Rhett,Ellison,2019,NYG,2019_Ellison_NYG
Giants,2019-09-20,Cody Latimer,concussion (out),Cody,Latimer,2019,NYG,2019_Latimer_NYG
Giants,2019-12-13,Daniel Jones,ankle injury (out),Daniel,Jones,2019,NYG,2019_Jones_NYG
Giants,2021-09-10,Evan Engram,calf injury (out),Evan,Engram,2021,NYG,2021_Engram_NYG
Giants,2021-10-22,Saquon Barkley,ankle injury (out),Saquon,Barkley,2021,NYG,2021_Barkley_NYG
Giants,2021-12-17,Daniel Jones,neck injury (out),Daniel,Jones,2021,NYG,2021_Jones_NYG
Giants,2021-11-26,Cullen Gillaspia,calf injury (out),Cullen,Gillaspia,2021,NYG,2021_Gillaspia_NYG
Giants,2019-12-07,Rhett Ellison,concussion (out),Rhett,Ellison,2019,NYG,2019_Ellison_NYG
Giants,2021-10-01,Sterling Shepard,hamstring injury (out),Sterling,Shepard,2021,NYG,2021_Shepard_NYG
Giants,2019-10-09,Sterling Shepard,concussion (out),Sterling,Shepard,2019,NYG,2019_Shepard_NYG
Giants,2019-10-09,Evan Engram,knee injury (out),Evan,Engram,2019,NYG,2019_Engram_NYG
Giants,2019-11-22,Evan Engram,foot injury (out),Evan,Engram,2019,NYG,2019_Engram_NYG
Giants,2019-10-09,Saquon Barkley,high ankle sprain (out),Saquon,Barkley,2019,NYG,2019_Barkley_NYG
Giants,2021-12-24,Collin Johnson,hamstring injury (out),Collin,Johnson,2021,NYG,2021_Johnson_NYG
Giants,2019-11-29,Jabrill Peppers,back injury (out),Jabrill,Peppers,2019,NYG,2019_Peppers_NYG
Giants,2019-11-29,Golden Tate,concussion (out),Golden,Tate,2019,NYG,2019_Tate_NYG
Giants,2020-12-25,Golden Tate,calf injury (out),Golden,Tate,2020,NYG,2020_Tate_NYG
Giants,2020-10-11,Lorenzo Carter,torn Achilles tendon (out for season),Lorenzo,Carter,2020,NYG,2020_Carter_NYG
Giants,2020-10-17,Lorenzo Carter,surgery to repair torn Achilles tendon (date approximate),Lorenzo,Carter,2020,NYG,2020_Carter_NYG
Giants,2021-11-26,Sterling Shepard,quadriceps injury (out),Sterling,Shepard,2021,NYG,2021_Shepard_NYG
Giants,2019-09-13,Darius Slayton,hamstring injury (out),Darius,Slayton,2019,NYG,2019_Slayton_NYG
Giants,2021-09-24,Cameron Brown ,hamstring injury (out),Cameron,Brown,2021,NYG,2021_Brown_NYG
Giants,2019-09-27,Saquon Barkley,high ankle sprain (out),Saquon,Barkley,2019,NYG,2019_Barkley_NYG
Giants,2021-11-20,Nate Ebner,knee injury (out),Nate,Ebner,2021,NYG,2021_Ebner_NYG
Giants,2021-11-20,Lorenzo Carter,"ankle injury, illness (out)",Lorenzo,Carter,2021,NYG,2021_Carter_NYG
Giants,2019-12-13,Rhett Ellison,concussion (out),Rhett,Ellison,2019,NYG,2019_Ellison_NYG
Giants,2021-12-10,Kadarius Toney,oblique muscle injury (out),Kadarius,Toney,2021,NYG,2021_Toney_NYG
Giants,2019-10-18,Sterling Shepard,concussion (out),Sterling,Shepard,2019,NYG,2019_Shepard_NYG
Giants,2021-12-31,John Ross III,rest (out),John,Ross,2021,NYG,2021_Ross_NYG
Giants,2019-10-18,Corey Ballentine,concussion (out),Corey,Ballentine,2019,NYG,2019_Ballentine_NYG
Giants,2021-10-01,Darius Slayton,hamstring injury (out),Darius,Slayton,2021,NYG,2021_Slayton_NYG
Giants,2020-11-06,Devonta Freeman,ankle injury (out),Devonta,Freeman,2020,NYG,2020_Freeman_NYG
Giants,2019-10-04,Alec Ogletree,hamstring injury (out),Alec,Ogletree,2019,NYG,2019_Ogletree_NYG
Giants,2019-09-13,Sterling Shepard,concussion (out),Sterling,Shepard,2019,NYG,2019_Shepard_NYG
Giants,2019-09-27,Alec Ogletree,hamstring injury (out),Alec,Ogletree,2019,NYG,2019_Ogletree_NYG
Giants,2019-09-27,Tae Davis ,concussion (out),Tae,Davis,2019,NYG,2019_Davis_NYG
Giants,2019-11-22,Rhett Ellison,concussion (out),Rhett,Ellison,2019,NYG,2019_Ellison_NYG
Giants,2019-12-13,Evan Engram,foot injury (out),Evan,Engram,2019,NYG,2019_Engram_NYG
Giants,2019-12-13,Kevin Zeitler,ankle injury (out),Kevin,Zeitler,2019,NYG,2019_Zeitler_NYG
Giants,2021-12-10,Adoree' Jackson,quadriceps injury (out),Adoree',Jackson,2021,NYG,2021_Jackson_NYG
Giants,2022-01-07,John Ross III,knee injury (out),John,Ross,2021,NYG,2021_Ross_NYG
Giants,2021-12-10,Daniel Jones,neck injury (out),Daniel,Jones,2021,NYG,2021_Jones_NYG
Giants,2019-10-04,Tae Davis ,concussion (out),Tae,Davis,2019,NYG,2019_Davis_NYG
Giants,2021-10-01,Ben Bredeson,hand injury (out),Ben,Bredeson,2021,NYG,2021_Bredeson_NYG
Giants,2019-12-07,Evan Engram,foot injury (out),Evan,Engram,2019,NYG,2019_Engram_NYG
Jaguars,2020-11-13,Gardner Minshew II,right thumb injury (out),Gardner,Minshew,2020,JAX,2020_Minshew_JAX
Jaguars,2020-12-04,Dakota Allen,hamstring injury (out),Dakota,Allen,2020,JAX,2020_Allen_JAX
Jaguars,2020-12-18,Sidney Jones IV,Achilles injury (out),Sidney,Jones,2020,JAX,2020_Jones_JAX
Jaguars,2022-01-07,James O'Shaughnessy,hip injury (out),James,O'Shaughnessy,2021,JAX,2021_O'Shaughnessy_JAX
Jaguars,2020-12-11,Brandon Linder,ankle injury (out),Brandon,Linder,2020,JAX,2020_Linder_JAX
Jaguars,2020-11-27,D.J. Chark,rib injury (out),D.J.,Chark,2020,JAX,2020_Chark_JAX
Jaguars,2021-10-15,Rashaad Coward,ankle injury (out),Rashaad,Coward,2021,JAX,2021_Coward_JAX
Jaguars,2020-12-04,Ben Ellefson,knee injury (out),Ben,Ellefson,2020,JAX,2020_Ellefson_JAX
Jaguars,2021-11-19,Dakota Allen,shoulder injury (out),Dakota,Allen,2021,JAX,2021_Allen_JAX
Jaguars,2019-12-27,Michael Walker ,hamstring injury (out),Michael,Walker,2019,JAX,2019_Walker_JAX
Jaguars,2019-11-01,Leon Jacobs,hamstring injury (out),Leon,Jacobs,2019,JAX,2019_Jacobs_JAX
Jaguars,2020-10-23,Tyler Eifert,neck injury (out),Tyler,Eifert,2020,JAX,2020_Eifert_JAX
Jaguars,2019-11-29,Seth Devalve,oblique injury (out),Seth,Devalve,2019,JAX,2019_Devalve_JAX
Jaguars,2020-11-06,Gardner Minshew II,right thumb injury (out),Gardner,Minshew,2020,JAX,2020_Minshew_JAX
Jaguars,2020-12-25,Sidney Jones IV,Achilles injury (out),Sidney,Jones,2020,JAX,2020_Jones_JAX
Jaguars,2021-11-26,Shaquill Griffin,concussion (out),Shaquill,Griffin,2021,JAX,2021_Griffin_JAX
Jaguars,2020-11-27,Sidney Jones IV,Achilles injury (out),Sidney,Jones,2020,JAX,2020_Jones_JAX
Jaguars,2020-11-27,Andrew Norwell,forearm injury (out),Andrew,Norwell,2020,JAX,2020_Norwell_JAX
Jaguars,2020-10-02,Daniel Ekuale,ankle injury (out),Daniel,Ekuale,2020,JAX,2020_Ekuale_JAX
Jaguars,2022-01-01,Nevin Lawson,illness (out),Nevin,Lawson,2021,JAX,2021_Lawson_JAX
Jaguars,2020-11-13,Laviska Shenault Jr.,hamstring injury (out),Laviska,Shenault,2020,JAX,2020_Shenault_JAX
Jaguars,2019-11-29,Ronnie Harrison Jr.,concussion (out),Ronnie,Harrison,2019,JAX,2019_Harrison_JAX
Jaguars,2020-11-13,Doug Costin,concussion (out),Doug,Costin,2020,JAX,2020_Costin_JAX
Jaguars,2019-11-01,Quincy Williams,hamstring injury (out),Quincy,Williams,2019,JAX,2019_Williams_JAX
Jaguars,2021-12-17,Carlos Hyde,concussion (out),Carlos,Hyde,2021,JAX,2021_Hyde_JAX
Jaguars,2019-10-25,Leon Jacobs,hamstring injury (out),Leon,Jacobs,2019,JAX,2019_Jacobs_JAX
Jaguars,2020-10-23,Jarrod Wilson,hamstring injury (out),Jarrod,Wilson,2020,JAX,2020_Wilson_JAX
Jaguars,2019-10-18,Marqise Lee,ankle injury (out),Marqise,Lee,2019,JAX,2019_Lee_JAX
Jaguars,2019-09-13,Yannick Ngakoue,hamstring injury (out),Yannick,Ngakoue,2019,JAX,2019_Ngakoue_JAX
Jaguars,2021-10-15,Myles Jack,back injury (out),Myles,Jack,2021,JAX,2021_Jack_JAX
Jaguars,2020-12-04,Kamalei Correa,hamstring injury (out),Kamalei,Correa,2020,JAX,2020_Correa_JAX
Jaguars,2021-01-01,D.J. Chark,shin injury (out),D.J.,Chark,2020,JAX,2020_Chark_JAX
Jaguars,2020-11-27,Chris Conley,hip injury (out),Chris,Conley,2020,JAX,2020_Conley_JAX
Jaguars,2021-09-29,Roy Robertson-Harris,ankle injury (out),Roy,Robertson-Harris,2021,JAX,2021_Robertson-Harris_JAX
Jaguars,2021-09-10,Tre Herndon,knee injury (out),Tre,Herndon,2021,JAX,2021_Herndon_JAX
Jaguars,2020-11-13,Devine Ozigbo,hamstring injury (out),Devine,Ozigbo,2020,JAX,2020_Ozigbo_JAX
Jaguars,2021-12-31,James O'Shaughnessy,hip injury (out),James,O'Shaughnessy,2021,JAX,2021_O'Shaughnessy_JAX
Jaguars,2020-10-23,Myles Jack,ankle injury (out),Myles,Jack,2020,JAX,2020_Jack_JAX
Jaguars,2021-09-17,Tre Herndon,knee injury (out),Tre,Herndon,2021,JAX,2021_Herndon_JAX
Jaguars,2019-10-04,Jalen Ramsey,back injury (out),Jalen,Ramsey,2019,JAX,2019_Ramsey_JAX
Jaguars,2020-12-04,Davon Hamilton,knee injury (out),Davon,Hamilton,2020,JAX,2020_Hamilton_JAX
Jaguars,2020-12-25,Collin Johnson,hamstring injury (out),Collin,Johnson,2020,JAX,2020_Johnson_JAX
Jaguars,2020-10-02,Brandon Linder,knee injury (out),Brandon,Linder,2020,JAX,2020_Linder_JAX
Jaguars,2020-09-18,Tyler Davis,knee injury (out),Tyler,Davis,2020,JAX,2020_Davis_JAX
Jaguars,2019-10-04,Josh Oliver,hamstring injury (out),Josh,Oliver,2019,JAX,2019_Oliver_JAX
Jaguars,2020-12-04,Sidney Jones IV,Achilles injury (out),Sidney,Jones,2020,JAX,2020_Jones_JAX
Jaguars,2020-11-20,Laviska Shenault Jr.,hamstring injury (out),Laviska,Shenault,2020,JAX,2020_Shenault_JAX
Jaguars,2020-11-13,Dakota Allen,ankle injury (out),Dakota,Allen,2020,JAX,2020_Allen_JAX
Jaguars,2019-09-18,Josh Oliver,hamstring injury (out),Josh,Oliver,2019,JAX,2019_Oliver_JAX
Jaguars,2021-12-03,Shaquill Griffin,concussion (out),Shaquill,Griffin,2021,JAX,2021_Griffin_JAX
Jaguars,2019-10-18,Geoff Swaim,concussion (out),Geoff,Swaim,2019,JAX,2019_Swaim_JAX
Jaguars,2019-09-13,Cedric Ogbuehi,hamstring injury (out),Cedric,Ogbuehi,2019,JAX,2019_Ogbuehi_JAX
Jaguars,2019-10-11,Josh Oliver,hamstring injury (out),Josh,Oliver,2019,JAX,2019_Oliver_JAX
Jaguars,2019-10-25,Quincy Williams,hamstring injury (out),Quincy,Williams,2019,JAX,2019_Williams_JAX
Jaguars,2021-01-01,James Robinson ,ankle injury (out),James,Robinson,2020,JAX,2020_Robinson_JAX
Jaguars,2021-01-01,Collin Johnson,hamstring injury (out),Collin,Johnson,2020,JAX,2020_Johnson_JAX
Jaguars,2019-09-13,Josh Oliver,hamstring injury (out),Josh,Oliver,2019,JAX,2019_Oliver_JAX
Jaguars,2019-09-18,D.J. Alexander,hamstring injury (out),D.J.,Alexander,2019,JAX,2019_Alexander_JAX
Jaguars,2021-10-08,Roy Robertson-Harris,"ankle injury, illness (out)",Roy,Robertson-Harris,2021,JAX,2021_Robertson-Harris_JAX
Jaguars,2020-11-20,James O'Shaughnessy,knee injury (out),James,O'Shaughnessy,2020,JAX,2020_O'Shaughnessy_JAX
Jaguars,2020-09-23,Brandon Linder,knee injury (out),Brandon,Linder,2020,JAX,2020_Linder_JAX
Jaguars,2020-11-06,Dakota Allen,ankle injury (out),Dakota,Allen,2020,JAX,2020_Allen_JAX
Jaguars,2019-09-27,D.J. Alexander,hamstring injury (out),D.J.,Alexander,2019,JAX,2019_Alexander_JAX
Jaguars,2021-12-10,Brandon Linder,back injury (out),Brandon,Linder,2021,JAX,2021_Linder_JAX
Jaguars,2020-11-06,Devine Ozigbo,hamstring injury (out),Devine,Ozigbo,2020,JAX,2020_Ozigbo_JAX
Jaguars,2019-09-27,Josh Oliver,hamstring injury (out),Josh,Oliver,2019,JAX,2019_Oliver_JAX
Jaguars,2019-11-22,Seth Devalve,oblique injury (out),Seth,Devalve,2019,JAX,2019_Devalve_JAX
Jaguars,2019-10-25,Najee Goode,toe injury (out),Najee,Goode,2019,JAX,2019_Goode_JAX
Jaguars,2019-12-13,D.J. Chark,ankle injury (out),D.J.,Chark,2019,JAX,2019_Chark_JAX
Jets,2020-12-11,Greg Van Roten,toe injury (out),Greg,Roten,2020,NYJ,2020_Roten_NYJ
Jets,2021-11-03,Bryce Huff,back injury (out),Bryce,Huff,2021,NYJ,2021_Huff_NYJ
Jets,2019-11-15,Ryan Kalil,knee injury (out),Ryan,Kalil,2019,NYJ,2019_Kalil_NYJ
Jets,2021-12-10,Tevin Coleman,concussion (out),Tevin,Coleman,2021,NYJ,2021_Coleman_NYJ
Jets,2019-12-27,Tom Compton,calf injury (out),Tom,Compton,2019,NYJ,2019_Compton_NYJ
Jets,2020-09-25,Ashtyn Davis,groin injury (out),Ashtyn,Davis,2020,NYJ,2020_Davis_NYJ
Jets,2021-11-03,Tevin Coleman,hamstring injury (out),Tevin,Coleman,2021,NYJ,2021_Coleman_NYJ
Jets,2020-09-30,Breshad Perriman,ankle injury (out),Breshad,Perriman,2020,NYJ,2020_Perriman_NYJ
Jets,2020-09-11,Joe Flacco,neck injury (out),Joe,Flacco,2020,NYJ,2020_Flacco_NYJ
Jets,2019-11-15,Clint Mosley Jr. ,groin injury (out),Clint,Mosley,2019,NYJ,2019_Mosley_NYJ
Jets,2019-12-11,Ryan Griffin ,ankle injury (out),Ryan,Griffin,2019,NYJ,2019_Griffin_NYJ
Jets,2019-12-27,Alex Lewis,ankle injury (out),Alex,Lewis,2019,NYJ,2019_Lewis_NYJ
Jets,2020-09-25,Quincy Wilson ,concussion (out),Quincy,Wilson,2020,NYJ,2020_Wilson_NYJ
Jets,2019-10-25,Trenton Cannon,foot injury (out),Trenton,Cannon,2019,NYJ,2019_Cannon_NYJ
Jets,2021-11-26,Michael Carter ,ankle injury (out),Michael,Carter,2021,NYJ,2021_Carter_NYJ
Jets,2020-09-25,Breshad Perriman,ankle injury (out),Breshad,Perriman,2020,NYJ,2020_Perriman_NYJ
Jets,2021-12-10,Trevon Wesco,ankle injury (out),Trevon,Wesco,2021,NYJ,2021_Wesco_NYJ
Jets,2020-09-25,George Fant,concussion (out),George,Fant,2020,NYJ,2020_Fant_NYJ
Jets,2020-12-11,Bennett Jackson,hamstring injury (out),Bennett,Jackson,2020,NYJ,2020_Jackson_NYJ
Jets,2019-09-14,Sam Darnold,mononucleosis (out),Sam,Darnold,2019,NYJ,2019_Darnold_NYJ
Jets,2019-11-01,Ryan Kalil,knee injury (out),Ryan,Kalil,2019,NYJ,2019_Kalil_NYJ
Jets,2021-11-03,Zach Wilson ,knee injury (out),Zach,Wilson,2021,NYJ,2021_Wilson_NYJ
Jets,2020-09-11,Avery Williamson,hamstring injury (out),Avery,Williamson,2020,NYJ,2020_Williamson_NYJ
Jets,2020-11-27,Patrick Onwuasor,hamstring injury (out),Patrick,Onwuasor,2020,NYJ,2020_Onwuasor_NYJ
Jets,2019-11-08,Clint Mosley Jr. ,groin injury (out),Clint,Mosley,2019,NYJ,2019_Mosley_NYJ
Jets,2020-10-30,Bradley McDougald,shoulder injury (out),Bradley,McDougald,2020,NYJ,2020_McDougald_NYJ
Jets,2020-09-18,Joe Flacco,neck injury (out),Joe,Flacco,2020,NYJ,2020_Flacco_NYJ
Jets,2021-10-08,Tyler Kroft,back injury (out),Tyler,Kroft,2021,NYJ,2021_Kroft_NYJ
Jets,2021-10-08,Marcus Maye,ankle injury (out),Marcus,Maye,2021,NYJ,2021_Maye_NYJ
Jets,2021-10-01,Marcus Maye,ankle injury (out),Marcus,Maye,2021,NYJ,2021_Maye_NYJ
Jets,2021-09-10,Sharrod Neasman,hamstring injury (out),Sharrod,Neasman,2021,NYJ,2021_Neasman_NYJ
Jets,2022-08-09,Mekhi Becton,avulsion fracture of right kneecap (out indefinitely),Mekhi,Becton,2022,NYJ,2022_Becton_NYJ
Jets,2019-11-29,Paul Worrilow,quadriceps injury (out),Paul,Worrilow,2019,NYJ,2019_Worrilow_NYJ
Jets,2020-11-07,Trevon Wesco,ankle injury (out),Trevon,Wesco,2020,NYJ,2020_Wesco_NYJ
Jets,2019-11-15,Paul Worrilow,quadriceps injury (out),Paul,Worrilow,2019,NYJ,2019_Worrilow_NYJ
Jets,2019-11-15,Matthias Farley,quadriceps injury (out),Matthias,Farley,2019,NYJ,2019_Farley_NYJ
Jets,2020-10-09,Sam Darnold,right shoulder injury (out),Sam,Darnold,2020,NYJ,2020_Darnold_NYJ
Jets,2019-11-01,Rontez Miles,neck injury (out),Rontez,Miles,2019,NYJ,2019_Miles_NYJ
Jets,2021-10-29,Zach Wilson ,knee injury (out),Zach,Wilson,2021,NYJ,2021_Wilson_NYJ
Jets,2021-10-22,Tyler Kroft,back injury (out),Tyler,Kroft,2021,NYJ,2021_Kroft_NYJ
Jets,2021-10-08,Jeff Smith ,concussion (out),Jeff,Smith,2021,NYJ,2021_Smith_NYJ
Jets,2021-10-01,Elijah Moore,concussion (out),Elijah,Moore,2021,NYJ,2021_Moore_NYJ
Jets,2019-11-29,Clint Mosley Jr. ,groin injury (out),Clint,Mosley,2019,NYJ,2019_Mosley_NYJ
Jets,2019-12-11,Brian Poole,concussion (out),Brian,Poole,2019,NYJ,2019_Poole_NYJ
Jets,2019-12-11,Chuma Edoga,knee injury (out),Chuma,Edoga,2019,NYJ,2019_Edoga_NYJ
Jets,2020-12-11,Ashtyn Davis,foot injury (out),Ashtyn,Davis,2020,NYJ,2020_Davis_NYJ
Jets,2019-09-20,Jordan Jenkins,calf injury (out),Jordan,Jenkins,2019,NYJ,2019_Jenkins_NYJ
Jets,2019-11-01,Clint Mosley Jr. ,groin injury (out),Clint,Mosley,2019,NYJ,2019_Mosley_NYJ
Jets,2019-10-04,Sam Darnold,mononucleosis (out),Sam,Darnold,2019,NYJ,2019_Darnold_NYJ
Jets,2019-10-04,Jordan Jenkins,calf injury (out),Jordan,Jenkins,2019,NYJ,2019_Jenkins_NYJ
Jets,2020-11-07,Blake Cashman,hamstring injury (out),Blake,Cashman,2020,NYJ,2020_Cashman_NYJ
Jets,2019-10-25,Kelvin Beachum,ankle injury (out),Kelvin,Beachum,2019,NYJ,2019_Beachum_NYJ
Jets,2021-10-01,Jeff Smith ,concussion (out),Jeff,Smith,2021,NYJ,2021_Smith_NYJ
Jets,2020-10-30,Blake Cashman,hamstring injury (out),Blake,Cashman,2020,NYJ,2020_Cashman_NYJ
Jets,2019-11-01,Trumaine Johnson ,ankle injury (out),Trumaine,Johnson,2019,NYJ,2019_Johnson_NYJ
Jets,2021-10-29,Tevin Coleman,hamstring injury (out),Tevin,Coleman,2021,NYJ,2021_Coleman_NYJ
Jets,2021-10-08,Adrian Colbert,concussion (out),Adrian,Colbert,2021,NYJ,2021_Colbert_NYJ
Jets,2021-12-10,Michael Carter II,concussion (out),Michael,Carter,2021,NYJ,2021_Carter_NYJ
Jets,2019-12-11,Bilal Powell,ankle injury (out),Bilal,Powell,2019,NYJ,2019_Powell_NYJ
Jets,2021-09-25,Tevin Coleman,illness (out),Tevin,Coleman,2021,NYJ,2021_Coleman_NYJ
Jets,2019-11-29,Chuma Edoga,knee injury (out),Chuma,Edoga,2019,NYJ,2019_Edoga_NYJ
Jets,2020-09-25,Jamison Crowder,hamstring injury (out),Jamison,Crowder,2020,NYJ,2020_Crowder_NYJ
Jets,2019-09-14,Quinnen Williams,ankle injury (out),Quinnen,Williams,2019,NYJ,2019_Williams_NYJ
Jets,2019-10-25,Albert McClellan,concussion (out),Albert,McClellan,2019,NYJ,2019_McClellan_NYJ
Jets,2021-10-29,Trevon Wesco,knee injury (out),Trevon,Wesco,2021,NYJ,2021_Wesco_NYJ
Jets,2019-11-22,Clint Mosley Jr. ,groin injury (out),Clint,Mosley,2019,NYJ,2019_Mosley_NYJ
Jets,2020-10-30,Breshad Perriman,concussion (out),Breshad,Perriman,2020,NYJ,2020_Perriman_NYJ
Jets,2019-10-19,Albert McClellan,concussion (out),Albert,McClellan,2019,NYJ,2019_McClellan_NYJ
Jets,2021-10-29,Bryce Huff,back injury (out),Bryce,Huff,2021,NYJ,2021_Huff_NYJ
Jets,2021-12-24,Elijah Riley,concussion (out),Elijah,Riley,2021,NYJ,2021_Riley_NYJ
Jets,2019-09-14,Clint Mosley Jr. ,groin injury (out),Clint,Mosley,2019,NYJ,2019_Mosley_NYJ
Jets,2019-11-01,Joshua Bellamy ,foot injury (out),Joshua,Bellamy,2019,NYJ,2019_Bellamy_NYJ
Jets,2019-10-25,Clint Mosley Jr. ,groin injury (out),Clint,Mosley,2019,NYJ,2019_Mosley_NYJ
Jets,2019-09-20,Sam Darnold,mononucleosis (out),Sam,Darnold,2019,NYJ,2019_Darnold_NYJ
Jets,2019-12-06,Brian Poole,concussion (out),Brian,Poole,2019,NYJ,2019_Poole_NYJ
Jets,2020-12-11,Jordan Jenkins,shoulder injury (out),Jordan,Jenkins,2020,NYJ,2020_Jenkins_NYJ
Jets,2020-09-18,Jamison Crowder,hamstring injury (out),Jamison,Crowder,2020,NYJ,2020_Crowder_NYJ
Lions,2021-12-31,Jason Cabinda,knee injury (out),Jason,Cabinda,2021,DET,2021_Cabinda_DET
Lions,2019-11-22,Tracy Walker III ,knee injury (out),Tracy,Walker,2019,DET,2019_Walker_DET
Lions,2019-12-20,A'Shawn Robinson,shoulder injury (out),A'Shawn,Robinson,2019,DET,2019_Robinson_DET
Lions,2021-11-24,Trey Flowers,knee injury (out),Trey,Flowers,2021,DET,2021_Flowers_DET
Lions,2021-11-24,Trinity Benson,knee injury (out),Trinity,Benson,2021,DET,2021_Benson_DET
Lions,2021-09-18,Tyrell Williams,concussion (out),Tyrell,Williams,2021,DET,2021_Williams_DET
Lions,2020-11-06,Jamal Agnew,rib injury (out),Jamal,Agnew,2020,DET,2020_Agnew_DET
Lions,2019-11-22,Trey Flowers,concussion (out),Trey,Flowers,2019,DET,2019_Flowers_DET
Lions,2019-11-01,Tracy Walker III ,knee injury (out),Tracy,Walker,2019,DET,2019_Walker_DET
Lions,2021-11-19,Matt Nelson,ankle injury (out),Matt,Nelson,2021,DET,2021_Nelson_DET
Lions,2021-12-03,Jalen Reeves-Maybin,shoulder injury (out),Jalen,Reeves-Maybin,2021,DET,2021_Reeves-Maybin_DET
Lions,2019-11-22,Matthew Stafford,hip injury (out),Matthew,Stafford,2019,DET,2019_Stafford_DET
Lions,2020-10-02,C.J. Moore,calf injury (out),C.J.,Moore,2020,DET,2020_Moore_DET
Lions,2020-12-25,Kenny Golladay,hip injury (out),Kenny,Golladay,2020,DET,2020_Golladay_DET
Lions,2019-11-27,Rashaan Melvin,rib injury (out),Rashaan,Melvin,2019,DET,2019_Melvin_DET
Lions,2021-12-10,Julian Okwara,ankle injury (out),Julian,Okwara,2021,DET,2021_Okwara_DET
Lions,2020-11-25,Michael Ford ,concussion (out),Michael,Ford,2020,DET,2020_Ford_DET
Lions,2021-11-19,Jermar Jefferson,"ankle, knee injuries (out)",Jermar,Jefferson,2021,DET,2021_Jefferson_DET
Lions,2021-11-24,Matt Nelson,ankle injury (out),Matt,Nelson,2021,DET,2021_Nelson_DET
Lions,2021-12-17,Julian Okwara,ankle injury (out),Julian,Okwara,2021,DET,2021_Okwara_DET
